"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2019","Enero","Andalucía","Málaga","3079.0","1713.0"
"Año 2019","Enero","Andalucía","Sevilla","3276.0","1920.0"
"Año 2019","Enero","Aragón","Huesca","303.0","130.0"
"Año 2019","Enero","Aragón","Teruel","119.0","67.0"
"Año 2019","Enero","Aragón","Zaragoza","1249.0","803.0"
"Año 2019","Enero","Principado de Asturias","Asturias","1303.0","659.0"
"Año 2019","Enero","Illes Balears","Illes Balears","2485.0","1334.0"
"Año 2019","Enero","Canarias","Las Palmas","1911.0","1203.0"
"Año 2019","Enero","Canarias","Santa Cruz de Tenerife","1884.0","1278.0"
"Año 2019","Enero","Cantabria","Cantabria","705.0","396.0"
"Año 2019","Enero","Castilla y León","Ávila","196.0","114.0"
"Año 2019","Enero","Castilla y León","Burgos","529.0","272.0"
"Año 2019","Enero","Castilla y León","León","546.0","309.0"
"Año 2019","Enero","Castilla y León","Palencia","191.0","104.0"
"Año 2019","Enero","Castilla y León","Salamanca","342.0","106.0"
"Año 2019","Enero","Castilla y León","Segovia","174.0","116.0"
"Año 2019","Enero","Castilla y León","Soria","113.0","40.0"
"Año 2019","Enero","Castilla y León","Valladolid","460.0","142.0"
"Año 2019","Enero","Castilla y León","Zamora","139.0","59.0"
"Año 2019","Enero","Castilla-La Mancha","Albacete","629.0","295.0"
"Año 2019","Enero","Castilla-La Mancha","Ciudad Real","722.0","357.0"
"Año 2019","Enero","Castilla-La Mancha","Cuenca","315.0","108.0"
"Año 2019","Enero","Castilla-La Mancha","Guadalajara","423.0","243.0"
"Año 2019","Enero","Castilla-La Mancha","Toledo","1042.0","397.0"
"Año 2019","Enero","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Enero","Cataluña","Girona","0.0","0.0"
"Año 2019","Enero","Cataluña","Lleida","0.0","0.0"
"Año 2019","Enero","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Enero","Comunitat Valenciana","Alicante/Alacant","3656.0","2102.0"
"Año 2019","Enero","Comunitat Valenciana","Castellón/Castelló","901.0","549.0"
"Año 2019","Enero","Comunitat Valenciana","Valencia/València","4358.0","2378.0"
"Año 2019","Enero","Extremadura","Badajoz","900.0","582.0"
"Año 2019","Enero","Extremadura","Cáceres","657.0","351.0"
"Año 2019","Enero","Galicia","A Coruña","1564.0","1086.0"
"Año 2019","Enero","Galicia","Lugo","457.0","218.0"
"Año 2019","Enero","Galicia","Ourense","398.0","165.0"
"Año 2019","Enero","Galicia","Pontevedra","1102.0","605.0"
"Año 2019","Enero","Comunidad de Madrid","Madrid","8096.0","4155.0"
"Año 2019","Enero","Región de Murcia","Murcia","2753.0","1736.0"
"Año 2019","Enero","Comunidad Foral de Navarra","Navarra","939.0","514.0"
"Año 2019","Enero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Enero","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Enero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Enero","La Rioja","La Rioja","436.0","265.0"
"Año 2019","Enero","Ceuta","Ceuta","145.0","87.0"
"Año 2019","Enero","Melilla","Melilla","124.0","74.0"
"Año 2019","Enero","Extranjero","Extranjero","0.0","0.0"
"Año 2019","Febrero","Desconocida","Desconocida","0.0","0.0"
"Año 2019","Febrero","Andalucía","Almería","1897.0","960.0"
"Año 2019","Febrero","Andalucía","Cádiz","2671.0","1695.0"
"Año 2019","Febrero","Andalucía","Córdoba","958.0","723.0"
"Año 2019","Febrero","Andalucía","Granada","1449.0","933.0"
"Año 2019","Febrero","Andalucía","Huelva","1110.0","525.0"
"Año 2019","Febrero","Andalucía","Jaén","1266.0","797.0"
"Año 2019","Febrero","Andalucía","Málaga","3029.0","1666.0"
"Año 2019","Febrero","Andalucía","Sevilla","3167.0","1867.0"
"Año 2019","Febrero","Aragón","Huesca","292.0","126.0"
"Año 2019","Febrero","Aragón","Teruel","117.0","65.0"
"Año 2019","Febrero","Aragón","Zaragoza","1234.0","792.0"
"Año 2019","Febrero","Principado de Asturias","Asturias","1274.0","640.0"
"Año 2019","Febrero","Illes Balears","Illes Balears","2404.0","1282.0"
"Año 2019","Febrero","Canarias","Las Palmas","1878.0","1141.0"
"Año 2019","Febrero","Canarias","Santa Cruz de Tenerife","1809.0","1209.0"
"Año 2019","Febrero","Cantabria","Cantabria","695.0","394.0"
"Año 2019","Febrero","Castilla y León","Ávila","183.0","106.0"
"Año 2019","Febrero","Castilla y León","Burgos","542.0","274.0"
"Año 2019","Febrero","Castilla y León","León","552.0","312.0"
"Año 2019","Febrero","Castilla y León","Palencia","198.0","109.0"
"Año 2019","Febrero","Castilla y León","Salamanca","327.0","101.0"
"Año 2019","Febrero","Castilla y León","Segovia","170.0","113.0"
"Año 2019","Febrero","Castilla y León","Soria","98.0","31.0"
"Año 2019","Febrero","Castilla y León","Valladolid","443.0","132.0"
"Año 2019","Febrero","Castilla y León","Zamora","134.0","58.0"
"Año 2019","Febrero","Castilla-La Mancha","Albacete","617.0","292.0"
"Año 2019","Febrero","Castilla-La Mancha","Ciudad Real","730.0","355.0"
"Año 2019","Febrero","Castilla-La Mancha","Cuenca","325.0","113.0"
"Año 2019","Febrero","Castilla-La Mancha","Guadalajara","423.0","247.0"
"Año 2019","Febrero","Castilla-La Mancha","Toledo","1016.0","387.0"
"Año 2019","Febrero","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Febrero","Cataluña","Girona","0.0","0.0"
"Año 2019","Febrero","Cataluña","Lleida","0.0","0.0"
"Año 2019","Febrero","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Febrero","Comunitat Valenciana","Alicante/Alacant","3586.0","2038.0"
"Año 2019","Febrero","Comunitat Valenciana","Castellón/Castelló","877.0","525.0"
"Año 2019","Febrero","Comunitat Valenciana","Valencia/València","4343.0","2375.0"
"Año 2019","Febrero","Extremadura","Badajoz","886.0","571.0"
"Año 2019","Febrero","Extremadura","Cáceres","664.0","351.0"
"Año 2019","Febrero","Galicia","A Coruña","1549.0","1086.0"
"Año 2019","Febrero","Galicia","Lugo","449.0","218.0"
"Año 2019","Febrero","Galicia","Ourense","380.0","164.0"
"Año 2019","Febrero","Galicia","Pontevedra","1090.0","601.0"
"Año 2019","Febrero","Comunidad de Madrid","Madrid","7932.0","4040.0"
"Año 2019","Febrero","Región de Murcia","Murcia","2720.0","1691.0"
"Año 2019","Febrero","Comunidad Foral de Navarra","Navarra","955.0","531.0"
"Año 2019","Febrero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Febrero","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Febrero","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Febrero","La Rioja","La Rioja","426.0","263.0"
"Año 2019","Febrero","Ceuta","Ceuta","143.0","91.0"
"Año 2019","Febrero","Melilla","Melilla","126.0","73.0"
"Año 2019","Febrero","Extranjero","Extranjero","0.0","0.0"
"Año 2019","Marzo","Desconocida","Desconocida","0.0","0.0"
"Año 2019","Marzo","Andalucía","Almería","1895.0","875.0"
"Año 2019","Marzo","Andalucía","Cádiz","2676.0","1633.0"
"Año 2019","Marzo","Andalucía","Córdoba","978.0","726.0"
"Año 2019","Marzo","Andalucía","Granada","1448.0","902.0"
"Año 2019","Marzo","Andalucía","Huelva","1093.0","473.0"
"Año 2019","Marzo","Andalucía","Jaén","1268.0","759.0"
"Año 2019","Marzo","Andalucía","Málaga","3023.0","1576.0"
"Año 2019","Marzo","Andalucía","Sevilla","3211.0","1791.0"
"Año 2019","Marzo","Aragón","Huesca","297.0","123.0"
"Año 2019","Marzo","Aragón","Teruel","122.0","61.0"
"Año 2019","Marzo","Aragón","Zaragoza","1268.0","764.0"
"Año 2019","Marzo","Principado de Asturias","Asturias","1264.0","573.0"
"Año 2019","Marzo","Illes Balears","Illes Balears","2457.0","1178.0"
"Año 2019","Marzo","Canarias","Las Palmas","1901.0","1065.0"
"Año 2019","Marzo","Canarias","Santa Cruz de Tenerife","1830.0","1181.0"
"Año 2019","Marzo","Cantabria","Cantabria","713.0","376.0"
"Año 2019","Marzo","Castilla y León","Ávila","191.0","111.0"
"Año 2019","Marzo","Castilla y León","Burgos","549.0","247.0"
"Año 2019","Marzo","Castilla y León","León","558.0","288.0"
"Año 2019","Marzo","Castilla y León","Palencia","193.0","102.0"
"Año 2019","Marzo","Castilla y León","Salamanca","329.0","96.0"
"Año 2019","Marzo","Castilla y León","Segovia","171.0","115.0"
"Año 2019","Marzo","Castilla y León","Soria","103.0","29.0"
"Año 2019","Marzo","Castilla y León","Valladolid","448.0","132.0"
"Año 2019","Marzo","Castilla y León","Zamora","127.0","45.0"
"Año 2019","Marzo","Castilla-La Mancha","Albacete","632.0","302.0"
"Año 2019","Marzo","Castilla-La Mancha","Ciudad Real","732.0","331.0"
"Año 2019","Marzo","Castilla-La Mancha","Cuenca","317.0","96.0"
"Año 2019","Marzo","Castilla-La Mancha","Guadalajara","430.0","245.0"
"Año 2019","Marzo","Castilla-La Mancha","Toledo","1018.0","364.0"
"Año 2019","Marzo","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Marzo","Cataluña","Girona","0.0","0.0"
"Año 2019","Marzo","Cataluña","Lleida","0.0","0.0"
"Año 2019","Marzo","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Marzo","Comunitat Valenciana","Alicante/Alacant","3650.0","1935.0"
"Año 2019","Marzo","Comunitat Valenciana","Castellón/Castelló","905.0","503.0"
"Año 2019","Marzo","Comunitat Valenciana","Valencia/València","4434.0","2289.0"
"Año 2019","Marzo","Extremadura","Badajoz","899.0","562.0"
"Año 2019","Marzo","Extremadura","Cáceres","674.0","330.0"
"Año 2019","Marzo","Galicia","A Coruña","1521.0","1029.0"
"Año 2019","Marzo","Galicia","Lugo","454.0","209.0"
"Año 2019","Marzo","Galicia","Ourense","379.0","145.0"
"Año 2019","Marzo","Galicia","Pontevedra","1106.0","565.0"
"Año 2019","Marzo","Comunidad de Madrid","Madrid","7999.0","3751.0"
"Año 2019","Marzo","Región de Murcia","Murcia","2770.0","1671.0"
"Año 2019","Marzo","Comunidad Foral de Navarra","Navarra","970.0","527.0"
"Año 2019","Marzo","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Marzo","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Marzo","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Marzo","La Rioja","La Rioja","434.0","266.0"
"Año 2019","Marzo","Ceuta","Ceuta","132.0","86.0"
"Año 2019","Marzo","Melilla","Melilla","138.0","79.0"
"Año 2019","Marzo","Extranjero","Extranjero","0.0","0.0"
"Año 2019","Abril","Desconocida","Desconocida","0.0","0.0"
"Año 2019","Abril","Andalucía","Almería","1901.0","738.0"
"Año 2019","Abril","Andalucía","Cádiz","2668.0","1479.0"
"Año 2019","Abril","Andalucía","Córdoba","969.0","672.0"
"Año 2019","Abril","Andalucía","Granada","1447.0","836.0"
"Año 2019","Abril","Andalucía","Huelva","1084.0","414.0"
"Año 2019","Abril","Andalucía","Jaén","1237.0","671.0"
"Año 2019","Abril","Andalucía","Málaga","3030.0","1415.0"
"Año 2019","Abril","Andalucía","Sevilla","3181.0","1645.0"
"Año 2019","Abril","Aragón","Huesca","300.0","109.0"
"Año 2019","Abril","Aragón","Teruel","119.0","54.0"
"Año 2019","Abril","Aragón","Zaragoza","1269.0","606.0"
"Año 2019","Abril","Principado de Asturias","Asturias","1262.0","511.0"
"Año 2019","Abril","Illes Balears","Illes Balears","2470.0","1035.0"
"Año 2019","Abril","Canarias","Las Palmas","1922.0","974.0"
"Año 2019","Abril","Canarias","Santa Cruz de Tenerife","1868.0","1152.0"
"Año 2019","Abril","Cantabria","Cantabria","714.0","329.0"
"Año 2019","Abril","Castilla y León","Ávila","189.0","105.0"
"Año 2019","Abril","Castilla y León","Burgos","536.0","222.0"
"Año 2019","Abril","Castilla y León","León","550.0","261.0"
"Año 2019","Abril","Castilla y León","Palencia","185.0","93.0"
"Año 2019","Abril","Castilla y León","Salamanca","320.0","88.0"
"Año 2019","Abril","Castilla y León","Segovia","168.0","103.0"
"Año 2019","Abril","Castilla y León","Soria","102.0","27.0"
"Año 2019","Abril","Castilla y León","Valladolid","433.0","104.0"
"Año 2019","Abril","Castilla y León","Zamora","133.0","50.0"
"Año 2019","Abril","Castilla-La Mancha","Albacete","633.0","287.0"
"Año 2019","Abril","Castilla-La Mancha","Ciudad Real","723.0","272.0"
"Año 2019","Abril","Castilla-La Mancha","Cuenca","318.0","82.0"
"Año 2019","Abril","Castilla-La Mancha","Guadalajara","437.0","221.0"
"Año 2019","Abril","Castilla-La Mancha","Toledo","1009.0","312.0"
"Año 2019","Abril","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Abril","Cataluña","Girona","0.0","0.0"
"Año 2019","Abril","Cataluña","Lleida","0.0","0.0"
"Año 2019","Abril","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Abril","Comunitat Valenciana","Alicante/Alacant","3606.0","1699.0"
"Año 2019","Abril","Comunitat Valenciana","Castellón/Castelló","895.0","450.0"
"Año 2019","Abril","Comunitat Valenciana","Valencia/València","4404.0","2010.0"
"Año 2019","Abril","Extremadura","Badajoz","893.0","530.0"
"Año 2019","Abril","Extremadura","Cáceres","667.0","291.0"
"Año 2019","Abril","Galicia","A Coruña","1507.0","935.0"
"Año 2019","Abril","Galicia","Lugo","461.0","200.0"
"Año 2019","Abril","Galicia","Ourense","361.0","113.0"
"Año 2019","Abril","Galicia","Pontevedra","1085.0","509.0"
"Año 2019","Abril","Comunidad de Madrid","Madrid","7952.0","3269.0"
"Año 2019","Abril","Región de Murcia","Murcia","2734.0","1522.0"
"Año 2019","Abril","Comunidad Foral de Navarra","Navarra","965.0","498.0"
"Año 2019","Abril","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Abril","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Abril","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Abril","La Rioja","La Rioja","430.0","240.0"
"Año 2019","Abril","Ceuta","Ceuta","115.0","68.0"
"Año 2019","Abril","Melilla","Melilla","139.0","69.0"
"Año 2019","Abril","Extranjero","Extranjero","0.0","0.0"
"Año 2019","Mayo","Desconocida","Desconocida","0.0","0.0"
"Año 2019","Mayo","Andalucía","Almería","1964.0","777.0"
"Año 2019","Mayo","Andalucía","Cádiz","2660.0","1443.0"
"Año 2019","Mayo","Andalucía","Córdoba","963.0","661.0"
"Año 2019","Mayo","Andalucía","Granada","1470.0","857.0"
"Año 2019","Mayo","Andalucía","Huelva","1086.0","437.0"
"Año 2019","Mayo","Andalucía","Jaén","1253.0","674.0"
"Año 2019","Mayo","Andalucía","Málaga","3049.0","1449.0"
"Año 2019","Mayo","Andalucía","Sevilla","3213.0","1671.0"
"Año 2019","Mayo","Aragón","Huesca","287.0","102.0"
"Año 2019","Mayo","Aragón","Teruel","124.0","54.0"
"Año 2019","Mayo","Aragón","Zaragoza","1289.0","596.0"
"Año 2019","Mayo","Principado de Asturias","Asturias","1241.0","487.0"
"Año 2019","Mayo","Illes Balears","Illes Balears","2466.0","1060.0"
"Año 2019","Mayo","Canarias","Las Palmas","1945.0","1016.0"
"Año 2019","Mayo","Canarias","Santa Cruz de Tenerife","1932.0","1206.0"
"Año 2019","Mayo","Cantabria","Cantabria","721.0","318.0"
"Año 2019","Mayo","Castilla y León","Ávila","193.0","105.0"
"Año 2019","Mayo","Castilla y León","Burgos","550.0","236.0"
"Año 2019","Mayo","Castilla y León","León","546.0","254.0"
"Año 2019","Mayo","Castilla y León","Palencia","191.0","100.0"
"Año 2019","Mayo","Castilla y León","Salamanca","322.0","99.0"
"Año 2019","Mayo","Castilla y León","Segovia","172.0","96.0"
"Año 2019","Mayo","Castilla y León","Soria","106.0","27.0"
"Año 2019","Mayo","Castilla y León","Valladolid","442.0","109.0"
"Año 2019","Mayo","Castilla y León","Zamora","137.0","54.0"
"Año 2019","Mayo","Castilla-La Mancha","Albacete","631.0","287.0"
"Año 2019","Mayo","Castilla-La Mancha","Ciudad Real","712.0","274.0"
"Año 2019","Mayo","Castilla-La Mancha","Cuenca","332.0","88.0"
"Año 2019","Mayo","Castilla-La Mancha","Guadalajara","451.0","227.0"
"Año 2019","Mayo","Castilla-La Mancha","Toledo","1029.0","355.0"
"Año 2019","Mayo","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Mayo","Cataluña","Girona","0.0","0.0"
"Año 2019","Mayo","Cataluña","Lleida","0.0","0.0"
"Año 2019","Mayo","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Mayo","Comunitat Valenciana","Alicante/Alacant","3631.0","1702.0"
"Año 2019","Mayo","Comunitat Valenciana","Castellón/Castelló","918.0","481.0"
"Año 2019","Mayo","Comunitat Valenciana","Valencia/València","4376.0","2009.0"
"Año 2019","Mayo","Extremadura","Badajoz","909.0","538.0"
"Año 2019","Mayo","Extremadura","Cáceres","682.0","283.0"
"Año 2019","Mayo","Galicia","A Coruña","1515.0","933.0"
"Año 2019","Mayo","Galicia","Lugo","474.0","202.0"
"Año 2019","Mayo","Galicia","Ourense","363.0","121.0"
"Año 2019","Mayo","Galicia","Pontevedra","1104.0","514.0"
"Año 2019","Mayo","Comunidad de Madrid","Madrid","8049.0","3359.0"
"Año 2019","Mayo","Región de Murcia","Murcia","2765.0","1531.0"
"Año 2019","Mayo","Comunidad Foral de Navarra","Navarra","984.0","505.0"
"Año 2019","Mayo","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Mayo","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Mayo","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Mayo","La Rioja","La Rioja","429.0","233.0"
"Año 2019","Mayo","Ceuta","Ceuta","117.0","65.0"
"Año 2019","Mayo","Melilla","Melilla","142.0","72.0"
"Año 2019","Mayo","Extranjero","Extranjero","0.0","0.0"
"Año 2019","Junio","Desconocida","Desconocida","0.0","0.0"
"Año 2019","Junio","Andalucía","Almería","1982.0","791.0"
"Año 2019","Junio","Andalucía","Cádiz","2691.0","1454.0"
"Año 2019","Junio","Andalucía","Córdoba","973.0","661.0"
