"Año","Mes","Comunidad autónoma","Provincia","Número de casos","Número de casos con protección policial"
"Año 2019","Diciembre","Castilla-La Mancha","Albacete","684.0","271.0"
"Año 2019","Diciembre","Castilla-La Mancha","Ciudad Real","750.0","328.0"
"Año 2019","Diciembre","Castilla-La Mancha","Cuenca","373.0","111.0"
"Año 2019","Diciembre","Castilla-La Mancha","Guadalajara","494.0","270.0"
"Año 2019","Diciembre","Castilla-La Mancha","Toledo","1130.0","413.0"
"Año 2019","Diciembre","Cataluña","Barcelona","0.0","0.0"
"Año 2019","Diciembre","Cataluña","Girona","0.0","0.0"
"Año 2019","Diciembre","Cataluña","Lleida","0.0","0.0"
"Año 2019","Diciembre","Cataluña","Tarragona","0.0","0.0"
"Año 2019","Diciembre","Comunitat Valenciana","Alicante/Alacant","3833.0","1864.0"
"Año 2019","Diciembre","Comunitat Valenciana","Castellón/Castelló","990.0","556.0"
"Año 2019","Diciembre","Comunitat Valenciana","Valencia/València","4628.0","2310.0"
"Año 2019","Diciembre","Extremadura","Badajoz","931.0","539.0"
"Año 2019","Diciembre","Extremadura","Cáceres","695.0","304.0"
"Año 2019","Diciembre","Galicia","A Coruña","1637.0","1019.0"
"Año 2019","Diciembre","Galicia","Lugo","482.0","244.0"
"Año 2019","Diciembre","Galicia","Ourense","376.0","152.0"
"Año 2019","Diciembre","Galicia","Pontevedra","1103.0","563.0"
"Año 2019","Diciembre","Comunidad de Madrid","Madrid","8502.0","3930.0"
"Año 2019","Diciembre","Región de Murcia","Murcia","3046.0","1675.0"
"Año 2019","Diciembre","Comunidad Foral de Navarra","Navarra","1044.0","553.0"
"Año 2019","Diciembre","País Vasco","Araba/Álava","0.0","0.0"
"Año 2019","Diciembre","País Vasco","Bizkaia","0.0","0.0"
"Año 2019","Diciembre","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2019","Diciembre","La Rioja","La Rioja","446.0","243.0"
"Año 2019","Diciembre","Ceuta","Ceuta","128.0","73.0"
"Año 2019","Diciembre","Melilla","Melilla","127.0","59.0"
"Año 2019","Diciembre","Extranjero","Extranjero","0.0","0.0"
"Año 2020","Enero","Desconocida","Desconocida","0.0","0.0"
"Año 2020","Enero","Andalucía","Almería","2192.0","947.0"
"Año 2020","Enero","Andalucía","Cádiz","2791.0","1537.0"
"Año 2020","Enero","Andalucía","Córdoba","1072.0","739.0"
"Año 2020","Enero","Andalucía","Granada","1589.0","938.0"
"Año 2020","Enero","Andalucía","Huelva","1187.0","511.0"
"Año 2020","Enero","Andalucía","Jaén","1337.0","737.0"
"Año 2020","Enero","Andalucía","Málaga","3150.0","1463.0"
"Año 2020","Enero","Andalucía","Sevilla","3314.0","1824.0"
"Año 2020","Enero","Aragón","Huesca","267.0","112.0"
"Año 2020","Enero","Aragón","Teruel","124.0","62.0"
"Año 2020","Enero","Aragón","Zaragoza","1264.0","627.0"
"Año 2020","Enero","Principado de Asturias","Asturias","1404.0","636.0"
"Año 2020","Enero","Illes Balears","Illes Balears","2558.0","1167.0"
"Año 2020","Enero","Canarias","Las Palmas","1987.0","1043.0"
"Año 2020","Enero","Canarias","Santa Cruz de Tenerife","2195.0","1370.0"
"Año 2020","Enero","Cantabria","Cantabria","713.0","350.0"
"Año 2020","Enero","Castilla y León","Ávila","203.0","107.0"
"Año 2020","Enero","Castilla y León","Burgos","581.0","274.0"
"Año 2020","Enero","Castilla y León","León","572.0","271.0"
"Año 2020","Enero","Castilla y León","Palencia","226.0","121.0"
"Año 2020","Enero","Castilla y León","Salamanca","307.0","98.0"
"Año 2020","Enero","Castilla y León","Segovia","171.0","120.0"
"Año 2020","Enero","Castilla y León","Soria","118.0","38.0"
"Año 2020","Enero","Castilla y León","Valladolid","472.0","153.0"
"Año 2020","Enero","Castilla y León","Zamora","134.0","55.0"
"Año 2020","Enero","Castilla-La Mancha","Albacete","669.0","258.0"
"Año 2020","Enero","Castilla-La Mancha","Ciudad Real","759.0","341.0"
"Año 2020","Enero","Castilla-La Mancha","Cuenca","387.0","122.0"
"Año 2020","Enero","Castilla-La Mancha","Guadalajara","491.0","270.0"
"Año 2020","Enero","Castilla-La Mancha","Toledo","1161.0","418.0"
"Año 2020","Enero","Cataluña","Barcelona","0.0","0.0"
"Año 2020","Enero","Cataluña","Girona","0.0","0.0"
"Año 2020","Enero","Cataluña","Lleida","0.0","0.0"
"Año 2020","Enero","Cataluña","Tarragona","0.0","0.0"
"Año 2020","Enero","Comunitat Valenciana","Alicante/Alacant","3825.0","1894.0"
"Año 2020","Enero","Comunitat Valenciana","Castellón/Castelló","996.0","549.0"
"Año 2020","Enero","Comunitat Valenciana","Valencia/València","4644.0","2282.0"
"Año 2020","Enero","Extremadura","Badajoz","941.0","551.0"
"Año 2020","Enero","Extremadura","Cáceres","692.0","321.0"
"Año 2020","Enero","Galicia","A Coruña","1602.0","991.0"
"Año 2020","Enero","Galicia","Lugo","481.0","243.0"
"Año 2020","Enero","Galicia","Ourense","374.0","159.0"
"Año 2020","Enero","Galicia","Pontevedra","1073.0","565.0"
"Año 2020","Enero","Comunidad de Madrid","Madrid","8391.0","3847.0"
"Año 2020","Enero","Región de Murcia","Murcia","3008.0","1638.0"
"Año 2020","Enero","Comunidad Foral de Navarra","Navarra","1027.0","539.0"
"Año 2020","Enero","País Vasco","Araba/Álava","0.0","0.0"
"Año 2020","Enero","País Vasco","Bizkaia","0.0","0.0"
"Año 2020","Enero","País Vasco","Gipuzkoa","0.0","0.0"
