"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2019","Septiembre","Andalucía","Sevilla","37.0","51.0","876.0"
"Año 2019","Septiembre","Aragón","Huesca","3.0","4.0","56.0"
"Año 2019","Septiembre","Aragón","Teruel","5.0","4.0","35.0"
"Año 2019","Septiembre","Aragón","Zaragoza","8.0","6.0","140.0"
"Año 2019","Septiembre","Principado de Asturias","Asturias","27.0","19.0","590.0"
"Año 2019","Septiembre","Illes Balears","Illes Balears","13.0","10.0","138.0"
"Año 2019","Septiembre","Canarias","Las Palmas","14.0","12.0","255.0"
"Año 2019","Septiembre","Canarias","Santa Cruz de Tenerife","43.0","29.0","510.0"
"Año 2019","Septiembre","Cantabria","Cantabria","16.0","17.0","244.0"
"Año 2019","Septiembre","Castilla y León","Ávila","2.0","3.0","30.0"
"Año 2019","Septiembre","Castilla y León","Burgos","2.0","6.0","59.0"
"Año 2019","Septiembre","Castilla y León","León","2.0","8.0","99.0"
"Año 2019","Septiembre","Castilla y León","Palencia","2.0","1.0","41.0"
"Año 2019","Septiembre","Castilla y León","Salamanca","1.0","3.0","62.0"
"Año 2019","Septiembre","Castilla y León","Segovia","1.0","3.0","48.0"
"Año 2019","Septiembre","Castilla y León","Soria","1.0","0.0","21.0"
"Año 2019","Septiembre","Castilla y León","Valladolid","3.0","4.0","78.0"
"Año 2019","Septiembre","Castilla y León","Zamora","2.0","1.0","46.0"
"Año 2019","Septiembre","Castilla-La Mancha","Albacete","6.0","7.0","139.0"
"Año 2019","Septiembre","Castilla-La Mancha","Ciudad Real","2.0","6.0","143.0"
"Año 2019","Septiembre","Castilla-La Mancha","Cuenca","5.0","1.0","69.0"
"Año 2019","Septiembre","Castilla-La Mancha","Guadalajara","3.0","4.0","95.0"
"Año 2019","Septiembre","Castilla-La Mancha","Toledo","11.0","14.0","281.0"
"Año 2019","Septiembre","Cataluña","Barcelona","87.0","74.0","1455.0"
"Año 2019","Septiembre","Cataluña","Girona","12.0","15.0","227.0"
"Año 2019","Septiembre","Cataluña","Lleida","5.0","5.0","135.0"
"Año 2019","Septiembre","Cataluña","Tarragona","19.0","12.0","319.0"
"Año 2019","Septiembre","Comunitat Valenciana","Alicante/Alacant","76.0","53.0","955.0"
"Año 2019","Septiembre","Comunitat Valenciana","Castellón/Castelló","23.0","19.0","348.0"
"Año 2019","Septiembre","Comunitat Valenciana","Valencia/València","86.0","72.0","1595.0"
"Año 2019","Septiembre","Extremadura","Badajoz","10.0","5.0","169.0"
"Año 2019","Septiembre","Extremadura","Cáceres","1.0","2.0","78.0"
"Año 2019","Septiembre","Galicia","A Coruña","16.0","15.0","379.0"
"Año 2019","Septiembre","Galicia","Lugo","1.0","0.0","40.0"
"Año 2019","Septiembre","Galicia","Ourense","3.0","2.0","21.0"
"Año 2019","Septiembre","Galicia","Pontevedra","9.0","10.0","157.0"
"Año 2019","Septiembre","Comunidad de Madrid","Madrid","91.0","89.0","1757.0"
"Año 2019","Septiembre","Región de Murcia","Murcia","31.0","24.0","494.0"
"Año 2019","Septiembre","Comunidad Foral de Navarra","Navarra","10.0","8.0","125.0"
"Año 2019","Septiembre","País Vasco","Araba/Álava","2.0","1.0","37.0"
"Año 2019","Septiembre","País Vasco","Bizkaia","1.0","0.0","10.0"
"Año 2019","Septiembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2019","Septiembre","La Rioja","La Rioja","0.0","0.0","1.0"
"Año 2019","Septiembre","Ceuta","Ceuta","0.0","3.0","6.0"
"Año 2019","Septiembre","Melilla","Melilla","2.0","0.0","14.0"
"Año 2019","Octubre","Andalucía","Almería","9.0","11.0","139.0"
"Año 2019","Octubre","Andalucía","Cádiz","17.0","18.0","319.0"
"Año 2019","Octubre","Andalucía","Córdoba","15.0","14.0","221.0"
"Año 2019","Octubre","Andalucía","Granada","26.0","24.0","295.0"
"Año 2019","Octubre","Andalucía","Huelva","5.0","6.0","132.0"
"Año 2019","Octubre","Andalucía","Jaén","14.0","10.0","227.0"
"Año 2019","Octubre","Andalucía","Málaga","20.0","16.0","355.0"
"Año 2019","Octubre","Andalucía","Sevilla","53.0","56.0","873.0"
"Año 2019","Octubre","Aragón","Huesca","2.0","3.0","55.0"
"Año 2019","Octubre","Aragón","Teruel","4.0","1.0","38.0"
"Año 2019","Octubre","Aragón","Zaragoza","9.0","10.0","139.0"
"Año 2019","Octubre","Principado de Asturias","Asturias","38.0","38.0","590.0"
"Año 2019","Octubre","Illes Balears","Illes Balears","20.0","12.0","146.0"
"Año 2019","Octubre","Canarias","Las Palmas","31.0","23.0","263.0"
"Año 2019","Octubre","Canarias","Santa Cruz de Tenerife","29.0","29.0","510.0"
"Año 2019","Octubre","Cantabria","Cantabria","13.0","15.0","242.0"
"Año 2019","Octubre","Castilla y León","Ávila","4.0","3.0","31.0"
"Año 2019","Octubre","Castilla y León","Burgos","2.0","1.0","60.0"
"Año 2019","Octubre","Castilla y León","León","3.0","5.0","97.0"
"Año 2019","Octubre","Castilla y León","Palencia","1.0","1.0","41.0"
"Año 2019","Octubre","Castilla y León","Salamanca","5.0","2.0","65.0"
"Año 2019","Octubre","Castilla y León","Segovia","8.0","1.0","55.0"
"Año 2019","Octubre","Castilla y León","Soria","3.0","3.0","21.0"
"Año 2019","Octubre","Castilla y León","Valladolid","4.0","7.0","75.0"
"Año 2019","Octubre","Castilla y León","Zamora","2.0","3.0","45.0"
"Año 2019","Octubre","Castilla-La Mancha","Albacete","14.0","11.0","142.0"
"Año 2019","Octubre","Castilla-La Mancha","Ciudad Real","8.0","4.0","147.0"
"Año 2019","Octubre","Castilla-La Mancha","Cuenca","3.0","2.0","70.0"
"Año 2019","Octubre","Castilla-La Mancha","Guadalajara","4.0","5.0","94.0"
"Año 2019","Octubre","Castilla-La Mancha","Toledo","14.0","22.0","273.0"
"Año 2019","Octubre","Cataluña","Barcelona","97.0","87.0","1465.0"
"Año 2019","Octubre","Cataluña","Girona","20.0","10.0","237.0"
"Año 2019","Octubre","Cataluña","Lleida","13.0","7.0","141.0"
"Año 2019","Octubre","Cataluña","Tarragona","22.0","19.0","322.0"
"Año 2019","Octubre","Comunitat Valenciana","Alicante/Alacant","77.0","72.0","960.0"
"Año 2019","Octubre","Comunitat Valenciana","Castellón/Castelló","27.0","30.0","345.0"
"Año 2019","Octubre","Comunitat Valenciana","Valencia/València","93.0","81.0","1607.0"
"Año 2019","Octubre","Extremadura","Badajoz","7.0","4.0","172.0"
"Año 2019","Octubre","Extremadura","Cáceres","4.0","5.0","77.0"
"Año 2019","Octubre","Galicia","A Coruña","32.0","19.0","392.0"
"Año 2019","Octubre","Galicia","Lugo","3.0","2.0","41.0"
"Año 2019","Octubre","Galicia","Ourense","1.0","0.0","22.0"
"Año 2019","Octubre","Galicia","Pontevedra","11.0","11.0","157.0"
"Año 2019","Octubre","Comunidad de Madrid","Madrid","149.0","113.0","1793.0"
"Año 2019","Octubre","Región de Murcia","Murcia","26.0","31.0","489.0"
"Año 2019","Octubre","Comunidad Foral de Navarra","Navarra","11.0","11.0","125.0"
"Año 2019","Octubre","País Vasco","Araba/Álava","1.0","1.0","37.0"
"Año 2019","Octubre","País Vasco","Bizkaia","3.0","1.0","12.0"
"Año 2019","Octubre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2019","Octubre","La Rioja","La Rioja","0.0","0.0","1.0"
"Año 2019","Octubre","Ceuta","Ceuta","3.0","0.0","9.0"
"Año 2019","Octubre","Melilla","Melilla","1.0","0.0","15.0"
"Año 2019","Noviembre","Andalucía","Almería","10.0","7.0","142.0"
"Año 2019","Noviembre","Andalucía","Cádiz","18.0","10.0","327.0"
"Año 2019","Noviembre","Andalucía","Córdoba","16.0","12.0","225.0"
"Año 2019","Noviembre","Andalucía","Granada","19.0","8.0","306.0"
"Año 2019","Noviembre","Andalucía","Huelva","4.0","5.0","131.0"
"Año 2019","Noviembre","Andalucía","Jaén","10.0","9.0","228.0"
"Año 2019","Noviembre","Andalucía","Málaga","14.0","24.0","345.0"
"Año 2019","Noviembre","Andalucía","Sevilla","35.0","32.0","876.0"
"Año 2019","Noviembre","Aragón","Huesca","1.0","2.0","54.0"
"Año 2019","Noviembre","Aragón","Teruel","2.0","3.0","37.0"
"Año 2019","Noviembre","Aragón","Zaragoza","8.0","10.0","137.0"
"Año 2019","Noviembre","Principado de Asturias","Asturias","40.0","30.0","600.0"
"Año 2019","Noviembre","Illes Balears","Illes Balears","10.0","11.0","145.0"
"Año 2019","Noviembre","Canarias","Las Palmas","15.0","17.0","261.0"
"Año 2019","Noviembre","Canarias","Santa Cruz de Tenerife","23.0","26.0","507.0"
"Año 2019","Noviembre","Cantabria","Cantabria","11.0","12.0","241.0"
"Año 2019","Noviembre","Castilla y León","Ávila","4.0","0.0","35.0"
"Año 2019","Noviembre","Castilla y León","Burgos","6.0","0.0","66.0"
"Año 2019","Noviembre","Castilla y León","León","5.0","5.0","97.0"
"Año 2019","Noviembre","Castilla y León","Palencia","4.0","5.0","40.0"
"Año 2019","Noviembre","Castilla y León","Salamanca","2.0","4.0","63.0"
"Año 2019","Noviembre","Castilla y León","Segovia","2.0","4.0","53.0"
"Año 2019","Noviembre","Castilla y León","Soria","2.0","1.0","22.0"
"Año 2019","Noviembre","Castilla y León","Valladolid","2.0","4.0","73.0"
"Año 2019","Noviembre","Castilla y León","Zamora","6.0","3.0","48.0"
"Año 2019","Noviembre","Castilla-La Mancha","Albacete","11.0","8.0","145.0"
"Año 2019","Noviembre","Castilla-La Mancha","Ciudad Real","15.0","6.0","156.0"
"Año 2019","Noviembre","Castilla-La Mancha","Cuenca","5.0","3.0","72.0"
"Año 2019","Noviembre","Castilla-La Mancha","Guadalajara","3.0","6.0","91.0"
"Año 2019","Noviembre","Castilla-La Mancha","Toledo","15.0","16.0","272.0"
"Año 2019","Noviembre","Cataluña","Barcelona","91.0","68.0","1488.0"
"Año 2019","Noviembre","Cataluña","Girona","13.0","13.0","237.0"
"Año 2019","Noviembre","Cataluña","Lleida","7.0","7.0","141.0"
"Año 2019","Noviembre","Cataluña","Tarragona","18.0","13.0","327.0"
"Año 2019","Noviembre","Comunitat Valenciana","Alicante/Alacant","76.0","52.0","984.0"
"Año 2019","Noviembre","Comunitat Valenciana","Castellón/Castelló","20.0","26.0","339.0"
"Año 2019","Noviembre","Comunitat Valenciana","Valencia/València","103.0","70.0","1640.0"
"Año 2019","Noviembre","Extremadura","Badajoz","13.0","4.0","181.0"
"Año 2019","Noviembre","Extremadura","Cáceres","1.0","4.0","74.0"
"Año 2019","Noviembre","Galicia","A Coruña","28.0","7.0","413.0"
"Año 2019","Noviembre","Galicia","Lugo","1.0","1.0","41.0"
"Año 2019","Noviembre","Galicia","Ourense","1.0","1.0","22.0"
"Año 2019","Noviembre","Galicia","Pontevedra","2.0","5.0","154.0"
"Año 2019","Noviembre","Comunidad de Madrid","Madrid","104.0","88.0","1809.0"
"Año 2019","Noviembre","Región de Murcia","Murcia","32.0","27.0","494.0"
"Año 2019","Noviembre","Comunidad Foral de Navarra","Navarra","5.0","4.0","126.0"
"Año 2019","Noviembre","País Vasco","Araba/Álava","3.0","3.0","37.0"
"Año 2019","Noviembre","País Vasco","Bizkaia","0.0","0.0","12.0"
"Año 2019","Noviembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2019","Noviembre","La Rioja","La Rioja","1.0","0.0","2.0"
"Año 2019","Noviembre","Ceuta","Ceuta","0.0","1.0","8.0"
"Año 2019","Noviembre","Melilla","Melilla","0.0","2.0","13.0"
"Año 2019","Diciembre","Andalucía","Almería","3.0","3.0","142.0"
"Año 2019","Diciembre","Andalucía","Cádiz","12.0","10.0","329.0"
"Año 2019","Diciembre","Andalucía","Córdoba","15.0","17.0","223.0"
"Año 2019","Diciembre","Andalucía","Granada","16.0","12.0","310.0"
"Año 2019","Diciembre","Andalucía","Huelva","8.0","3.0","136.0"
"Año 2019","Diciembre","Andalucía","Jaén","11.0","10.0","229.0"
"Año 2019","Diciembre","Andalucía","Málaga","18.0","16.0","347.0"
"Año 2019","Diciembre","Andalucía","Sevilla","35.0","24.0","887.0"
"Año 2019","Diciembre","Aragón","Huesca","6.0","2.0","58.0"
"Año 2019","Diciembre","Aragón","Teruel","2.0","3.0","36.0"
"Año 2019","Diciembre","Aragón","Zaragoza","8.0","4.0","141.0"
"Año 2019","Diciembre","Principado de Asturias","Asturias","22.0","26.0","596.0"
"Año 2019","Diciembre","Illes Balears","Illes Balears","11.0","4.0","152.0"
"Año 2019","Diciembre","Canarias","Las Palmas","23.0","23.0","261.0"
"Año 2019","Diciembre","Canarias","Santa Cruz de Tenerife","36.0","22.0","521.0"
"Año 2019","Diciembre","Cantabria","Cantabria","16.0","13.0","244.0"
"Año 2019","Diciembre","Castilla y León","Ávila","3.0","2.0","36.0"
"Año 2019","Diciembre","Castilla y León","Burgos","3.0","4.0","65.0"
"Año 2019","Diciembre","Castilla y León","León","7.0","5.0","99.0"
"Año 2019","Diciembre","Castilla y León","Palencia","0.0","1.0","39.0"
"Año 2019","Diciembre","Castilla y León","Salamanca","5.0","7.0","61.0"
"Año 2019","Diciembre","Castilla y León","Segovia","1.0","2.0","52.0"
"Año 2019","Diciembre","Castilla y León","Soria","2.0","1.0","23.0"
"Año 2019","Diciembre","Castilla y León","Valladolid","5.0","3.0","75.0"
"Año 2019","Diciembre","Castilla y León","Zamora","3.0","8.0","43.0"
"Año 2019","Diciembre","Castilla-La Mancha","Albacete","10.0","7.0","148.0"
"Año 2019","Diciembre","Castilla-La Mancha","Ciudad Real","7.0","6.0","157.0"
"Año 2019","Diciembre","Castilla-La Mancha","Cuenca","0.0","2.0","70.0"
"Año 2019","Diciembre","Castilla-La Mancha","Guadalajara","4.0","2.0","93.0"
"Año 2019","Diciembre","Castilla-La Mancha","Toledo","11.0","9.0","274.0"
"Año 2019","Diciembre","Cataluña","Barcelona","113.0","85.0","1516.0"
"Año 2019","Diciembre","Cataluña","Girona","18.0","16.0","239.0"
"Año 2019","Diciembre","Cataluña","Lleida","7.0","14.0","134.0"
"Año 2019","Diciembre","Cataluña","Tarragona","23.0","17.0","333.0"
"Año 2019","Diciembre","Comunitat Valenciana","Alicante/Alacant","76.0","63.0","997.0"
"Año 2019","Diciembre","Comunitat Valenciana","Castellón/Castelló","22.0","21.0","340.0"
"Año 2019","Diciembre","Comunitat Valenciana","Valencia/València","83.0","72.0","1651.0"
"Año 2019","Diciembre","Extremadura","Badajoz","7.0","5.0","183.0"
"Año 2019","Diciembre","Extremadura","Cáceres","6.0","2.0","78.0"
"Año 2019","Diciembre","Galicia","A Coruña","11.0","16.0","408.0"
"Año 2019","Diciembre","Galicia","Lugo","2.0","4.0","39.0"
"Año 2019","Diciembre","Galicia","Ourense","1.0","1.0","22.0"
"Año 2019","Diciembre","Galicia","Pontevedra","8.0","6.0","156.0"
"Año 2019","Diciembre","Comunidad de Madrid","Madrid","88.0","87.0","1810.0"
"Año 2019","Diciembre","Región de Murcia","Murcia","33.0","11.0","516.0"
"Año 2019","Diciembre","Comunidad Foral de Navarra","Navarra","10.0","6.0","130.0"
"Año 2019","Diciembre","País Vasco","Araba/Álava","1.0","0.0","38.0"
"Año 2019","Diciembre","País Vasco","Bizkaia","0.0","1.0","11.0"
"Año 2019","Diciembre","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2019","Diciembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2019","Diciembre","Ceuta","Ceuta","0.0","0.0","8.0"
"Año 2019","Diciembre","Melilla","Melilla","3.0","2.0","14.0"
"Año 2020","Enero","Andalucía","Almería","5.0","2.0","145.0"
"Año 2020","Enero","Andalucía","Cádiz","11.0","19.0","321.0"
"Año 2020","Enero","Andalucía","Córdoba","14.0","17.0","220.0"
"Año 2020","Enero","Andalucía","Granada","13.0","14.0","309.0"
"Año 2020","Enero","Andalucía","Huelva","8.0","8.0","136.0"
"Año 2020","Enero","Andalucía","Jaén","4.0","9.0","224.0"
"Año 2020","Enero","Andalucía","Málaga","15.0","20.0","342.0"
"Año 2020","Enero","Andalucía","Sevilla","30.0","49.0","868.0"
"Año 2020","Enero","Aragón","Huesca","8.0","2.0","64.0"
"Año 2020","Enero","Aragón","Teruel","1.0","3.0","34.0"
"Año 2020","Enero","Aragón","Zaragoza","6.0","7.0","140.0"
"Año 2020","Enero","Principado de Asturias","Asturias","28.0","34.0","590.0"
"Año 2020","Enero","Illes Balears","Illes Balears","14.0","15.0","151.0"
"Año 2020","Enero","Canarias","Las Palmas","10.0","17.0","254.0"
"Año 2020","Enero","Canarias","Santa Cruz de Tenerife","35.0","25.0","531.0"
"Año 2020","Enero","Cantabria","Cantabria","14.0","19.0","239.0"
"Año 2020","Enero","Castilla y León","Ávila","5.0","0.0","41.0"
"Año 2020","Enero","Castilla y León","Burgos","2.0","5.0","62.0"
"Año 2020","Enero","Castilla y León","León","4.0","4.0","99.0"
"Año 2020","Enero","Castilla y León","Palencia","0.0","2.0","37.0"
"Año 2020","Enero","Castilla y León","Salamanca","2.0","6.0","57.0"
"Año 2020","Enero","Castilla y León","Segovia","1.0","4.0","49.0"
"Año 2020","Enero","Castilla y León","Soria","1.0","3.0","21.0"
"Año 2020","Enero","Castilla y León","Valladolid","5.0","4.0","76.0"
"Año 2020","Enero","Castilla y León","Zamora","1.0","2.0","42.0"
"Año 2020","Enero","Castilla-La Mancha","Albacete","10.0","9.0","149.0"
"Año 2020","Enero","Castilla-La Mancha","Ciudad Real","8.0","4.0","161.0"
"Año 2020","Enero","Castilla-La Mancha","Cuenca","3.0","4.0","69.0"
"Año 2020","Enero","Castilla-La Mancha","Guadalajara","4.0","4.0","93.0"
"Año 2020","Enero","Castilla-La Mancha","Toledo","15.0","10.0","279.0"
"Año 2020","Enero","Cataluña","Barcelona","71.0","85.0","1502.0"
"Año 2020","Enero","Cataluña","Girona","8.0","15.0","232.0"
"Año 2020","Enero","Cataluña","Lleida","10.0","2.0","142.0"
"Año 2020","Enero","Cataluña","Tarragona","12.0","20.0","325.0"
"Año 2020","Enero","Comunitat Valenciana","Alicante/Alacant","69.0","62.0","1004.0"
"Año 2020","Enero","Comunitat Valenciana","Castellón/Castelló","15.0","25.0","330.0"
"Año 2020","Enero","Comunitat Valenciana","Valencia/València","106.0","87.0","1670.0"
"Año 2020","Enero","Extremadura","Badajoz","6.0","8.0","181.0"
"Año 2020","Enero","Extremadura","Cáceres","3.0","3.0","78.0"
"Año 2020","Enero","Galicia","A Coruña","24.0","22.0","410.0"
"Año 2020","Enero","Galicia","Lugo","1.0","2.0","38.0"
"Año 2020","Enero","Galicia","Ourense","1.0","0.0","23.0"
"Año 2020","Enero","Galicia","Pontevedra","6.0","7.0","155.0"
"Año 2020","Enero","Comunidad de Madrid","Madrid","99.0","115.0","1794.0"
"Año 2020","Enero","Región de Murcia","Murcia","27.0","32.0","511.0"
"Año 2020","Enero","Comunidad Foral de Navarra","Navarra","3.0","9.0","124.0"
"Año 2020","Enero","País Vasco","Araba/Álava","1.0","1.0","38.0"
"Año 2020","Enero","País Vasco","Bizkaia","0.0","0.0","11.0"
"Año 2020","Enero","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Enero","La Rioja","La Rioja","1.0","0.0","3.0"
"Año 2020","Enero","Ceuta","Ceuta","0.0","0.0","8.0"
"Año 2020","Enero","Melilla","Melilla","2.0","1.0","15.0"
"Año 2020","Febrero","Andalucía","Almería","7.0","4.0","148.0"
"Año 2020","Febrero","Andalucía","Cádiz","19.0","15.0","325.0"
"Año 2020","Febrero","Andalucía","Córdoba","9.0","10.0","219.0"
"Año 2020","Febrero","Andalucía","Granada","13.0","15.0","307.0"
"Año 2020","Febrero","Andalucía","Huelva","1.0","3.0","134.0"
"Año 2020","Febrero","Andalucía","Jaén","10.0","3.0","231.0"
"Año 2020","Febrero","Andalucía","Málaga","16.0","10.0","348.0"
"Año 2020","Febrero","Andalucía","Sevilla","29.0","50.0","847.0"
"Año 2020","Febrero","Aragón","Huesca","4.0","3.0","65.0"
"Año 2020","Febrero","Aragón","Teruel","6.0","2.0","38.0"
"Año 2020","Febrero","Aragón","Zaragoza","6.0","13.0","133.0"
"Año 2020","Febrero","Principado de Asturias","Asturias","48.0","21.0","617.0"
"Año 2020","Febrero","Illes Balears","Illes Balears","18.0","7.0","162.0"
"Año 2020","Febrero","Canarias","Las Palmas","17.0","11.0","260.0"
"Año 2020","Febrero","Canarias","Santa Cruz de Tenerife","40.0","20.0","551.0"
"Año 2020","Febrero","Cantabria","Cantabria","15.0","8.0","246.0"
"Año 2020","Febrero","Castilla y León","Ávila","1.0","0.0","42.0"
"Año 2020","Febrero","Castilla y León","Burgos","3.0","4.0","61.0"
"Año 2020","Febrero","Castilla y León","León","2.0","2.0","99.0"
"Año 2020","Febrero","Castilla y León","Palencia","6.0","1.0","42.0"
"Año 2020","Febrero","Castilla y León","Salamanca","7.0","3.0","61.0"
"Año 2020","Febrero","Castilla y León","Segovia","4.0","2.0","51.0"
"Año 2020","Febrero","Castilla y León","Soria","1.0","1.0","21.0"
"Año 2020","Febrero","Castilla y León","Valladolid","6.0","6.0","76.0"
"Año 2020","Febrero","Castilla y León","Zamora","5.0","4.0","43.0"
"Año 2020","Febrero","Castilla-La Mancha","Albacete","10.0","8.0","151.0"
"Año 2020","Febrero","Castilla-La Mancha","Ciudad Real","6.0","8.0","159.0"
"Año 2020","Febrero","Castilla-La Mancha","Cuenca","2.0","1.0","70.0"
"Año 2020","Febrero","Castilla-La Mancha","Guadalajara","2.0","3.0","92.0"
"Año 2020","Febrero","Castilla-La Mancha","Toledo","19.0","15.0","283.0"
"Año 2020","Febrero","Cataluña","Barcelona","105.0","87.0","1520.0"
"Año 2020","Febrero","Cataluña","Girona","17.0","11.0","238.0"
"Año 2020","Febrero","Cataluña","Lleida","10.0","6.0","146.0"
"Año 2020","Febrero","Cataluña","Tarragona","22.0","12.0","335.0"
"Año 2020","Febrero","Comunitat Valenciana","Alicante/Alacant","80.0","62.0","1022.0"
"Año 2020","Febrero","Comunitat Valenciana","Castellón/Castelló","30.0","20.0","340.0"
"Año 2020","Febrero","Comunitat Valenciana","Valencia/València","81.0","74.0","1677.0"
"Año 2020","Febrero","Extremadura","Badajoz","9.0","10.0","180.0"
"Año 2020","Febrero","Extremadura","Cáceres","5.0","1.0","82.0"
"Año 2020","Febrero","Galicia","A Coruña","23.0","23.0","410.0"
"Año 2020","Febrero","Galicia","Lugo","0.0","2.0","36.0"
"Año 2020","Febrero","Galicia","Ourense","2.0","1.0","24.0"
"Año 2020","Febrero","Galicia","Pontevedra","9.0","5.0","159.0"
"Año 2020","Febrero","Comunidad de Madrid","Madrid","120.0","94.0","1820.0"
"Año 2020","Febrero","Región de Murcia","Murcia","36.0","22.0","525.0"
"Año 2020","Febrero","Comunidad Foral de Navarra","Navarra","5.0","5.0","124.0"
"Año 2020","Febrero","País Vasco","Araba/Álava","0.0","1.0","37.0"
"Año 2020","Febrero","País Vasco","Bizkaia","0.0","0.0","11.0"
"Año 2020","Febrero","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Febrero","La Rioja","La Rioja","0.0","0.0","3.0"
"Año 2020","Febrero","Ceuta","Ceuta","1.0","0.0","9.0"
"Año 2020","Febrero","Melilla","Melilla","2.0","2.0","15.0"
"Año 2020","Marzo","Andalucía","Almería","5.0","5.0","148.0"
"Año 2020","Marzo","Andalucía","Cádiz","9.0","8.0","326.0"
"Año 2020","Marzo","Andalucía","Córdoba","10.0","10.0","219.0"
"Año 2020","Marzo","Andalucía","Granada","15.0","12.0","310.0"
"Año 2020","Marzo","Andalucía","Huelva","5.0","2.0","137.0"
"Año 2020","Marzo","Andalucía","Jaén","7.0","3.0","235.0"
"Año 2020","Marzo","Andalucía","Málaga","10.0","18.0","340.0"
"Año 2020","Marzo","Andalucía","Sevilla","30.0","31.0","846.0"
"Año 2020","Marzo","Aragón","Huesca","2.0","1.0","66.0"
"Año 2020","Marzo","Aragón","Teruel","4.0","4.0","38.0"
"Año 2020","Marzo","Aragón","Zaragoza","7.0","4.0","136.0"
"Año 2020","Marzo","Principado de Asturias","Asturias","27.0","7.0","637.0"
"Año 2020","Marzo","Illes Balears","Illes Balears","9.0","7.0","164.0"
"Año 2020","Marzo","Canarias","Las Palmas","19.0","9.0","270.0"
"Año 2020","Marzo","Canarias","Santa Cruz de Tenerife","27.0","27.0","551.0"
"Año 2020","Marzo","Cantabria","Cantabria","8.0","9.0","245.0"
"Año 2020","Marzo","Castilla y León","Ávila","3.0","1.0","44.0"
"Año 2020","Marzo","Castilla y León","Burgos","3.0","1.0","63.0"
"Año 2020","Marzo","Castilla y León","León","5.0","3.0","101.0"
"Año 2020","Marzo","Castilla y León","Palencia","1.0","3.0","40.0"
"Año 2020","Marzo","Castilla y León","Salamanca","1.0","0.0","62.0"
"Año 2020","Marzo","Castilla y León","Segovia","3.0","2.0","52.0"
"Año 2020","Marzo","Castilla y León","Soria","1.0","3.0","19.0"
"Año 2020","Marzo","Castilla y León","Valladolid","0.0","1.0","75.0"
"Año 2020","Marzo","Castilla y León","Zamora","4.0","3.0","44.0"
"Año 2020","Marzo","Castilla-La Mancha","Albacete","5.0","12.0","144.0"
"Año 2020","Marzo","Castilla-La Mancha","Ciudad Real","7.0","4.0","162.0"
"Año 2020","Marzo","Castilla-La Mancha","Cuenca","2.0","5.0","67.0"
"Año 2020","Marzo","Castilla-La Mancha","Guadalajara","4.0","8.0","88.0"
"Año 2020","Marzo","Castilla-La Mancha","Toledo","13.0","5.0","291.0"
"Año 2020","Marzo","Cataluña","Barcelona","79.0","62.0","1537.0"
"Año 2020","Marzo","Cataluña","Girona","9.0","13.0","234.0"
"Año 2020","Marzo","Cataluña","Lleida","6.0","7.0","145.0"
"Año 2020","Marzo","Cataluña","Tarragona","18.0","18.0","335.0"
"Año 2020","Marzo","Comunitat Valenciana","Alicante/Alacant","55.0","48.0","1029.0"
"Año 2020","Marzo","Comunitat Valenciana","Castellón/Castelló","25.0","15.0","350.0"
"Año 2020","Marzo","Comunitat Valenciana","Valencia/València","76.0","45.0","1708.0"
"Año 2020","Marzo","Extremadura","Badajoz","6.0","5.0","181.0"
"Año 2020","Marzo","Extremadura","Cáceres","5.0","1.0","86.0"
"Año 2020","Marzo","Galicia","A Coruña","7.0","13.0","404.0"
"Año 2020","Marzo","Galicia","Lugo","0.0","0.0","36.0"
"Año 2020","Marzo","Galicia","Ourense","0.0","0.0","24.0"
"Año 2020","Marzo","Galicia","Pontevedra","3.0","4.0","158.0"
"Año 2020","Marzo","Comunidad de Madrid","Madrid","65.0","60.0","1825.0"
"Año 2020","Marzo","Región de Murcia","Murcia","23.0","18.0","530.0"
"Año 2020","Marzo","Comunidad Foral de Navarra","Navarra","7.0","1.0","130.0"
"Año 2020","Marzo","País Vasco","Araba/Álava","0.0","2.0","35.0"
"Año 2020","Marzo","País Vasco","Bizkaia","0.0","0.0","11.0"
"Año 2020","Marzo","País Vasco","Gipuzkoa","0.0","0.0","0.0"
"Año 2020","Marzo","La Rioja","La Rioja","0.0","0.0","3.0"
"Año 2020","Marzo","Ceuta","Ceuta","1.0","0.0","10.0"
"Año 2020","Marzo","Melilla","Melilla","0.0","0.0","15.0"
"Año 2020","Abril","Andalucía","Almería","4.0","5.0","147.0"
"Año 2020","Abril","Andalucía","Cádiz","12.0","3.0","335.0"
"Año 2020","Abril","Andalucía","Córdoba","5.0","7.0","217.0"
"Año 2020","Abril","Andalucía","Granada","4.0","5.0","309.0"
"Año 2020","Abril","Andalucía","Huelva","3.0","4.0","136.0"
"Año 2020","Abril","Andalucía","Jaén","7.0","2.0","240.0"
