"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2018","Cuarto","Galicia","A Coruña","198.0"
"Año 2018","Cuarto","Galicia","Lugo","64.0"
"Año 2018","Cuarto","Galicia","Ourense","162.0"
"Año 2018","Cuarto","Galicia","Pontevedra","133.0"
"Año 2018","Cuarto","Comunidad de Madrid","Madrid","1463.0"
"Año 2018","Cuarto","Región de Murcia","Murcia","404.0"
"Año 2018","Cuarto","Comunidad Foral de Navarra","Navarra","91.0"
"Año 2018","Cuarto","País Vasco","Araba/Álava","31.0"
"Año 2018","Cuarto","País Vasco","Gipuzkoa","62.0"
"Año 2018","Cuarto","País Vasco","Bizkaia","85.0"
"Año 2018","Cuarto","La Rioja","La Rioja","78.0"
"Año 2018","Cuarto","Ceuta","Ceuta","38.0"
"Año 2018","Cuarto","Melilla","Melilla","3.0"
"Año 2019","Primero","Andalucía","Almería","367.0"
"Año 2019","Primero","Andalucía","Cádiz","264.0"
"Año 2019","Primero","Andalucía","Córdoba","110.0"
"Año 2019","Primero","Andalucía","Granada","196.0"
"Año 2019","Primero","Andalucía","Huelva","139.0"
"Año 2019","Primero","Andalucía","Jaén","87.0"
"Año 2019","Primero","Andalucía","Málaga","342.0"
"Año 2019","Primero","Andalucía","Sevilla","415.0"
"Año 2019","Primero","Aragón","Huesca","45.0"
"Año 2019","Primero","Aragón","Teruel","20.0"
"Año 2019","Primero","Aragón","Zaragoza","183.0"
"Año 2019","Primero","Principado de Asturias","Asturias","215.0"
"Año 2019","Primero","Illes Balears","Illes Balears","251.0"
"Año 2019","Primero","Canarias","Las Palmas","240.0"
"Año 2019","Primero","Canarias","Santa Cruz de Tenerife","473.0"
"Año 2019","Primero","Cantabria","Cantabria","55.0"
"Año 2019","Primero","Castilla y León","Ávila","34.0"
"Año 2019","Primero","Castilla y León","Burgos","53.0"
"Año 2019","Primero","Castilla y León","León","53.0"
"Año 2019","Primero","Castilla y León","Palencia","17.0"
"Año 2019","Primero","Castilla y León","Salamanca","28.0"
"Año 2019","Primero","Castilla y León","Segovia","12.0"
"Año 2019","Primero","Castilla y León","Soria","10.0"
"Año 2019","Primero","Castilla y León","Valladolid","101.0"
"Año 2019","Primero","Castilla y León","Zamora","24.0"
"Año 2019","Primero","Castilla-La Mancha","Albacete","80.0"
"Año 2019","Primero","Castilla-La Mancha","Ciudad Real","114.0"
"Año 2019","Primero","Castilla-La Mancha","Cuenca","44.0"
"Año 2019","Primero","Castilla-La Mancha","Guadalajara","68.0"
"Año 2019","Primero","Castilla-La Mancha","Toledo","131.0"
"Año 2019","Primero","Cataluña","Barcelona","945.0"
"Año 2019","Primero","Cataluña","Girona","111.0"
"Año 2019","Primero","Cataluña","Lleida","70.0"
"Año 2019","Primero","Cataluña","Tarragona","242.0"
"Año 2019","Primero","Comunitat Valenciana","Alicante/Alacant","554.0"
"Año 2019","Primero","Comunitat Valenciana","Castellón/Castelló","118.0"
"Año 2019","Primero","Comunitat Valenciana","Valencia/València","615.0"
"Año 2019","Primero","Extremadura","Badajoz","145.0"
"Año 2019","Primero","Extremadura","Cáceres","58.0"
"Año 2019","Primero","Galicia","A Coruña","162.0"
"Año 2019","Primero","Galicia","Lugo","46.0"
"Año 2019","Primero","Galicia","Ourense","90.0"
"Año 2019","Primero","Galicia","Pontevedra","135.0"
"Año 2019","Primero","Comunidad de Madrid","Madrid","1405.0"
"Año 2019","Primero","Región de Murcia","Murcia","303.0"
"Año 2019","Primero","Comunidad Foral de Navarra","Navarra","80.0"
"Año 2019","Primero","País Vasco","Araba/Álava","36.0"
"Año 2019","Primero","País Vasco","Gipuzkoa","51.0"
"Año 2019","Primero","País Vasco","Bizkaia","101.0"
"Año 2019","Primero","La Rioja","La Rioja","67.0"
"Año 2019","Primero","Ceuta","Ceuta","21.0"
"Año 2019","Primero","Melilla","Melilla","4.0"
"Año 2019","Segundo","Andalucía","Almería","490.0"
"Año 2019","Segundo","Andalucía","Cádiz","380.0"
"Año 2019","Segundo","Andalucía","Córdoba","109.0"
"Año 2019","Segundo","Andalucía","Granada","199.0"
"Año 2019","Segundo","Andalucía","Huelva","123.0"
"Año 2019","Segundo","Andalucía","Jaén","88.0"
"Año 2019","Segundo","Andalucía","Málaga","298.0"
"Año 2019","Segundo","Andalucía","Sevilla","423.0"
"Año 2019","Segundo","Aragón","Huesca","59.0"
"Año 2019","Segundo","Aragón","Teruel","29.0"
"Año 2019","Segundo","Aragón","Zaragoza","160.0"
"Año 2019","Segundo","Principado de Asturias","Asturias","201.0"
"Año 2019","Segundo","Illes Balears","Illes Balears","295.0"
"Año 2019","Segundo","Canarias","Las Palmas","249.0"
"Año 2019","Segundo","Canarias","Santa Cruz de Tenerife","404.0"
"Año 2019","Segundo","Cantabria","Cantabria","71.0"
"Año 2019","Segundo","Castilla y León","Ávila","34.0"
"Año 2019","Segundo","Castilla y León","Burgos","59.0"
"Año 2019","Segundo","Castilla y León","León","52.0"
"Año 2019","Segundo","Castilla y León","Palencia","17.0"
"Año 2019","Segundo","Castilla y León","Salamanca","49.0"
"Año 2019","Segundo","Castilla y León","Segovia","17.0"
"Año 2019","Segundo","Castilla y León","Soria","21.0"
"Año 2019","Segundo","Castilla y León","Valladolid","99.0"
"Año 2019","Segundo","Castilla y León","Zamora","29.0"
"Año 2019","Segundo","Castilla-La Mancha","Albacete","88.0"
"Año 2019","Segundo","Castilla-La Mancha","Ciudad Real","125.0"
"Año 2019","Segundo","Castilla-La Mancha","Cuenca","51.0"
"Año 2019","Segundo","Castilla-La Mancha","Guadalajara","65.0"
"Año 2019","Segundo","Castilla-La Mancha","Toledo","121.0"
"Año 2019","Segundo","Cataluña","Barcelona","953.0"
"Año 2019","Segundo","Cataluña","Girona","140.0"
"Año 2019","Segundo","Cataluña","Lleida","79.0"
"Año 2019","Segundo","Cataluña","Tarragona","227.0"
"Año 2019","Segundo","Comunitat Valenciana","Alicante/Alacant","499.0"
"Año 2019","Segundo","Comunitat Valenciana","Castellón/Castelló","150.0"
"Año 2019","Segundo","Comunitat Valenciana","Valencia/València","700.0"
"Año 2019","Segundo","Extremadura","Badajoz","174.0"
"Año 2019","Segundo","Extremadura","Cáceres","66.0"
"Año 2019","Segundo","Galicia","A Coruña","199.0"
"Año 2019","Segundo","Galicia","Lugo","71.0"
"Año 2019","Segundo","Galicia","Ourense","109.0"
"Año 2019","Segundo","Galicia","Pontevedra","145.0"
"Año 2019","Segundo","Comunidad de Madrid","Madrid","1522.0"
"Año 2019","Segundo","Región de Murcia","Murcia","417.0"
"Año 2019","Segundo","Comunidad Foral de Navarra","Navarra","96.0"
"Año 2019","Segundo","País Vasco","Araba/Álava","30.0"
"Año 2019","Segundo","País Vasco","Gipuzkoa","61.0"
"Año 2019","Segundo","País Vasco","Bizkaia","123.0"
"Año 2019","Segundo","La Rioja","La Rioja","66.0"
"Año 2019","Segundo","Ceuta","Ceuta","23.0"
"Año 2019","Segundo","Melilla","Melilla","7.0"
"Año 2019","Tercero","Andalucía","Almería","427.0"
"Año 2019","Tercero","Andalucía","Cádiz","287.0"
"Año 2019","Tercero","Andalucía","Córdoba","117.0"
"Año 2019","Tercero","Andalucía","Granada","267.0"
"Año 2019","Tercero","Andalucía","Huelva","153.0"
"Año 2019","Tercero","Andalucía","Jaén","111.0"
"Año 2019","Tercero","Andalucía","Málaga","486.0"
"Año 2019","Tercero","Andalucía","Sevilla","467.0"
"Año 2019","Tercero","Aragón","Huesca","64.0"
"Año 2019","Tercero","Aragón","Teruel","15.0"
"Año 2019","Tercero","Aragón","Zaragoza","182.0"
"Año 2019","Tercero","Principado de Asturias","Asturias","218.0"
"Año 2019","Tercero","Illes Balears","Illes Balears","358.0"
"Año 2019","Tercero","Canarias","Las Palmas","213.0"
"Año 2019","Tercero","Canarias","Santa Cruz de Tenerife","382.0"
"Año 2019","Tercero","Cantabria","Cantabria","76.0"
"Año 2019","Tercero","Castilla y León","Ávila","36.0"
"Año 2019","Tercero","Castilla y León","Burgos","81.0"
"Año 2019","Tercero","Castilla y León","León","63.0"
"Año 2019","Tercero","Castilla y León","Palencia","25.0"
"Año 2019","Tercero","Castilla y León","Salamanca","35.0"
"Año 2019","Tercero","Castilla y León","Segovia","13.0"
"Año 2019","Tercero","Castilla y León","Soria","26.0"
"Año 2019","Tercero","Castilla y León","Valladolid","105.0"
"Año 2019","Tercero","Castilla y León","Zamora","28.0"
"Año 2019","Tercero","Castilla-La Mancha","Albacete","117.0"
"Año 2019","Tercero","Castilla-La Mancha","Ciudad Real","119.0"
"Año 2019","Tercero","Castilla-La Mancha","Cuenca","51.0"
"Año 2019","Tercero","Castilla-La Mancha","Guadalajara","83.0"
"Año 2019","Tercero","Castilla-La Mancha","Toledo","143.0"
"Año 2019","Tercero","Cataluña","Barcelona","989.0"
"Año 2019","Tercero","Cataluña","Girona","163.0"
"Año 2019","Tercero","Cataluña","Lleida","65.0"
"Año 2019","Tercero","Cataluña","Tarragona","246.0"
"Año 2019","Tercero","Comunitat Valenciana","Alicante/Alacant","627.0"
"Año 2019","Tercero","Comunitat Valenciana","Castellón/Castelló","164.0"
"Año 2019","Tercero","Comunitat Valenciana","Valencia/València","753.0"
"Año 2019","Tercero","Extremadura","Badajoz","172.0"
"Año 2019","Tercero","Extremadura","Cáceres","48.0"
"Año 2019","Tercero","Galicia","A Coruña","203.0"
"Año 2019","Tercero","Galicia","Lugo","60.0"
"Año 2019","Tercero","Galicia","Ourense","99.0"
"Año 2019","Tercero","Galicia","Pontevedra","174.0"
"Año 2019","Tercero","Comunidad de Madrid","Madrid","1531.0"
"Año 2019","Tercero","Región de Murcia","Murcia","464.0"
"Año 2019","Tercero","Comunidad Foral de Navarra","Navarra","121.0"
"Año 2019","Tercero","País Vasco","Araba/Álava","33.0"
"Año 2019","Tercero","País Vasco","Gipuzkoa","61.0"
"Año 2019","Tercero","País Vasco","Bizkaia","161.0"
"Año 2019","Tercero","La Rioja","La Rioja","46.0"
"Año 2019","Tercero","Ceuta","Ceuta","35.0"
"Año 2019","Tercero","Melilla","Melilla","10.0"
"Año 2019","Cuarto","Andalucía","Almería","332.0"
"Año 2019","Cuarto","Andalucía","Cádiz","296.0"
"Año 2019","Cuarto","Andalucía","Córdoba","95.0"
"Año 2019","Cuarto","Andalucía","Granada","225.0"
"Año 2019","Cuarto","Andalucía","Huelva","140.0"
"Año 2019","Cuarto","Andalucía","Jaén","119.0"
"Año 2019","Cuarto","Andalucía","Málaga","344.0"
"Año 2019","Cuarto","Andalucía","Sevilla","434.0"
"Año 2019","Cuarto","Aragón","Huesca","57.0"
"Año 2019","Cuarto","Aragón","Teruel","24.0"
"Año 2019","Cuarto","Aragón","Zaragoza","176.0"
"Año 2019","Cuarto","Principado de Asturias","Asturias","262.0"
"Año 2019","Cuarto","Illes Balears","Illes Balears","364.0"
"Año 2019","Cuarto","Canarias","Las Palmas","235.0"
"Año 2019","Cuarto","Canarias","Santa Cruz de Tenerife","271.0"
"Año 2019","Cuarto","Cantabria","Cantabria","77.0"
"Año 2019","Cuarto","Castilla y León","Ávila","28.0"
"Año 2019","Cuarto","Castilla y León","Burgos","78.0"
"Año 2019","Cuarto","Castilla y León","León","55.0"
"Año 2019","Cuarto","Castilla y León","Palencia","21.0"
"Año 2019","Cuarto","Castilla y León","Salamanca","25.0"
"Año 2019","Cuarto","Castilla y León","Segovia","29.0"
"Año 2019","Cuarto","Castilla y León","Soria","13.0"
"Año 2019","Cuarto","Castilla y León","Valladolid","118.0"
"Año 2019","Cuarto","Castilla y León","Zamora","42.0"
"Año 2019","Cuarto","Castilla-La Mancha","Albacete","86.0"
"Año 2019","Cuarto","Castilla-La Mancha","Ciudad Real","127.0"
"Año 2019","Cuarto","Castilla-La Mancha","Cuenca","43.0"
"Año 2019","Cuarto","Castilla-La Mancha","Guadalajara","76.0"
"Año 2019","Cuarto","Castilla-La Mancha","Toledo","153.0"
"Año 2019","Cuarto","Cataluña","Barcelona","896.0"
"Año 2019","Cuarto","Cataluña","Girona","134.0"
"Año 2019","Cuarto","Cataluña","Lleida","64.0"
"Año 2019","Cuarto","Cataluña","Tarragona","226.0"
"Año 2019","Cuarto","Comunitat Valenciana","Alicante/Alacant","559.0"
"Año 2019","Cuarto","Comunitat Valenciana","Castellón/Castelló","120.0"
"Año 2019","Cuarto","Comunitat Valenciana","Valencia/València","705.0"
"Año 2019","Cuarto","Extremadura","Badajoz","120.0"
"Año 2019","Cuarto","Extremadura","Cáceres","65.0"
"Año 2019","Cuarto","Galicia","A Coruña","218.0"
"Año 2019","Cuarto","Galicia","Lugo","70.0"
"Año 2019","Cuarto","Galicia","Ourense","65.0"
"Año 2019","Cuarto","Galicia","Pontevedra","176.0"
"Año 2019","Cuarto","Comunidad de Madrid","Madrid","1415.0"
"Año 2019","Cuarto","Región de Murcia","Murcia","405.0"
"Año 2019","Cuarto","Comunidad Foral de Navarra","Navarra","96.0"
"Año 2019","Cuarto","País Vasco","Araba/Álava","32.0"
"Año 2019","Cuarto","País Vasco","Gipuzkoa","39.0"
"Año 2019","Cuarto","País Vasco","Bizkaia","106.0"
"Año 2019","Cuarto","La Rioja","La Rioja","49.0"
"Año 2019","Cuarto","Ceuta","Ceuta","35.0"
"Año 2019","Cuarto","Melilla","Melilla","15.0"
"Año 2020","Primero","Andalucía","Almería","342.0"
"Año 2020","Primero","Andalucía","Cádiz","282.0"
"Año 2020","Primero","Andalucía","Córdoba","123.0"
"Año 2020","Primero","Andalucía","Granada","296.0"
"Año 2020","Primero","Andalucía","Huelva","81.0"
"Año 2020","Primero","Andalucía","Jaén","96.0"
"Año 2020","Primero","Andalucía","Málaga","320.0"
"Año 2020","Primero","Andalucía","Sevilla","387.0"
"Año 2020","Primero","Aragón","Huesca","51.0"
"Año 2020","Primero","Aragón","Teruel","21.0"
"Año 2020","Primero","Aragón","Zaragoza","118.0"
"Año 2020","Primero","Principado de Asturias","Asturias","196.0"
"Año 2020","Primero","Illes Balears","Illes Balears","336.0"
"Año 2020","Primero","Canarias","Las Palmas","213.0"
"Año 2020","Primero","Canarias","Santa Cruz de Tenerife","373.0"
"Año 2020","Primero","Cantabria","Cantabria","71.0"
"Año 2020","Primero","Castilla y León","Ávila","19.0"
"Año 2020","Primero","Castilla y León","Burgos","80.0"
"Año 2020","Primero","Castilla y León","León","56.0"
"Año 2020","Primero","Castilla y León","Palencia","22.0"
"Año 2020","Primero","Castilla y León","Salamanca","29.0"
"Año 2020","Primero","Castilla y León","Segovia","15.0"
"Año 2020","Primero","Castilla y León","Soria","15.0"
"Año 2020","Primero","Castilla y León","Valladolid","99.0"
"Año 2020","Primero","Castilla y León","Zamora","24.0"
"Año 2020","Primero","Castilla-La Mancha","Albacete","96.0"
"Año 2020","Primero","Castilla-La Mancha","Ciudad Real","99.0"
"Año 2020","Primero","Castilla-La Mancha","Cuenca","24.0"
"Año 2020","Primero","Castilla-La Mancha","Guadalajara","40.0"
"Año 2020","Primero","Castilla-La Mancha","Toledo","139.0"
"Año 2020","Primero","Cataluña","Barcelona","806.0"
"Año 2020","Primero","Cataluña","Girona","127.0"
"Año 2020","Primero","Cataluña","Lleida","64.0"
"Año 2020","Primero","Cataluña","Tarragona","181.0"
"Año 2020","Primero","Comunitat Valenciana","Alicante/Alacant","595.0"
"Año 2020","Primero","Comunitat Valenciana","Castellón/Castelló","88.0"
"Año 2020","Primero","Comunitat Valenciana","Valencia/València","549.0"
"Año 2020","Primero","Extremadura","Badajoz","130.0"
"Año 2020","Primero","Extremadura","Cáceres","51.0"
"Año 2020","Primero","Galicia","A Coruña","258.0"
"Año 2020","Primero","Galicia","Lugo","58.0"
"Año 2020","Primero","Galicia","Ourense","69.0"
"Año 2020","Primero","Galicia","Pontevedra","144.0"
"Año 2020","Primero","Comunidad de Madrid","Madrid","1267.0"
"Año 2020","Primero","Región de Murcia","Murcia","301.0"
"Año 2020","Primero","Comunidad Foral de Navarra","Navarra","84.0"
"Año 2020","Primero","País Vasco","Araba/Álava","24.0"
"Año 2020","Primero","País Vasco","Gipuzkoa","41.0"
"Año 2020","Primero","País Vasco","Bizkaia","96.0"
"Año 2020","Primero","La Rioja","La Rioja","73.0"
"Año 2020","Primero","Ceuta","Ceuta","28.0"
"Año 2020","Primero","Melilla","Melilla","24.0"
"Año 2020","Segundo","Andalucía","Almería","278.0"
"Año 2020","Segundo","Andalucía","Cádiz","269.0"
"Año 2020","Segundo","Andalucía","Córdoba","119.0"
"Año 2020","Segundo","Andalucía","Granada","241.0"
"Año 2020","Segundo","Andalucía","Huelva","156.0"
"Año 2020","Segundo","Andalucía","Jaén","97.0"
"Año 2020","Segundo","Andalucía","Málaga","246.0"
"Año 2020","Segundo","Andalucía","Sevilla","409.0"
"Año 2020","Segundo","Aragón","Huesca","62.0"
"Año 2020","Segundo","Aragón","Teruel","22.0"
"Año 2020","Segundo","Aragón","Zaragoza","140.0"
"Año 2020","Segundo","Principado de Asturias","Asturias","155.0"
"Año 2020","Segundo","Illes Balears","Illes Balears","328.0"
"Año 2020","Segundo","Canarias","Las Palmas","282.0"
"Año 2020","Segundo","Canarias","Santa Cruz de Tenerife","286.0"
"Año 2020","Segundo","Cantabria","Cantabria","65.0"
"Año 2020","Segundo","Castilla y León","Ávila","25.0"
"Año 2020","Segundo","Castilla y León","Burgos","46.0"
"Año 2020","Segundo","Castilla y León","León","79.0"
"Año 2020","Segundo","Castilla y León","Palencia","12.0"
"Año 2020","Segundo","Castilla y León","Salamanca","27.0"
"Año 2020","Segundo","Castilla y León","Segovia","12.0"
"Año 2020","Segundo","Castilla y León","Soria","8.0"
"Año 2020","Segundo","Castilla y León","Valladolid","74.0"
"Año 2020","Segundo","Castilla y León","Zamora","22.0"
"Año 2020","Segundo","Castilla-La Mancha","Albacete","85.0"
"Año 2020","Segundo","Castilla-La Mancha","Ciudad Real","51.0"
"Año 2020","Segundo","Castilla-La Mancha","Cuenca","49.0"
"Año 2020","Segundo","Castilla-La Mancha","Guadalajara","27.0"
"Año 2020","Segundo","Castilla-La Mancha","Toledo","81.0"
"Año 2020","Segundo","Cataluña","Barcelona","765.0"
"Año 2020","Segundo","Cataluña","Girona","92.0"
"Año 2020","Segundo","Cataluña","Lleida","73.0"
"Año 2020","Segundo","Cataluña","Tarragona","139.0"
"Año 2020","Segundo","Comunitat Valenciana","Alicante/Alacant","412.0"
"Año 2020","Segundo","Comunitat Valenciana","Castellón/Castelló","56.0"
"Año 2020","Segundo","Comunitat Valenciana","Valencia/València","482.0"
"Año 2020","Segundo","Extremadura","Badajoz","100.0"
"Año 2020","Segundo","Extremadura","Cáceres","53.0"
"Año 2020","Segundo","Galicia","A Coruña","243.0"
"Año 2020","Segundo","Galicia","Lugo","47.0"
"Año 2020","Segundo","Galicia","Ourense","53.0"
"Año 2020","Segundo","Galicia","Pontevedra","146.0"
"Año 2020","Segundo","Comunidad de Madrid","Madrid","1212.0"
"Año 2020","Segundo","Región de Murcia","Murcia","290.0"
"Año 2020","Segundo","Comunidad Foral de Navarra","Navarra","126.0"
"Año 2020","Segundo","País Vasco","Araba/Álava","14.0"
"Año 2020","Segundo","País Vasco","Gipuzkoa","46.0"
"Año 2020","Segundo","País Vasco","Bizkaia","53.0"
"Año 2020","Segundo","La Rioja","La Rioja","50.0"
"Año 2020","Segundo","Ceuta","Ceuta","22.0"
"Año 2020","Segundo","Melilla","Melilla","22.0"
