"Año","Trimestre","Comunidad autónoma","Provincia","Número de órdenes de protección"
"Año 2020","Tercero","Comunidad Foral de Navarra","Navarra","95.0"
"Año 2020","Tercero","País Vasco","Araba/Álava","15.0"
"Año 2020","Tercero","País Vasco","Gipuzkoa","45.0"
"Año 2020","Tercero","País Vasco","Bizkaia","78.0"
"Año 2020","Tercero","La Rioja","La Rioja","57.0"
"Año 2020","Tercero","Ceuta","Ceuta","25.0"
"Año 2020","Tercero","Melilla","Melilla","21.0"
"Año 2020","Cuarto","Andalucía","Almería","186.0"
"Año 2020","Cuarto","Andalucía","Cádiz","306.0"
"Año 2020","Cuarto","Andalucía","Córdoba","108.0"
"Año 2020","Cuarto","Andalucía","Granada","309.0"
"Año 2020","Cuarto","Andalucía","Huelva","125.0"
"Año 2020","Cuarto","Andalucía","Jaén","61.0"
"Año 2020","Cuarto","Andalucía","Málaga","309.0"
"Año 2020","Cuarto","Andalucía","Sevilla","396.0"
"Año 2020","Cuarto","Aragón","Huesca","40.0"
"Año 2020","Cuarto","Aragón","Teruel","10.0"
"Año 2020","Cuarto","Aragón","Zaragoza","84.0"
"Año 2020","Cuarto","Principado de Asturias","Asturias","168.0"
"Año 2020","Cuarto","Illes Balears","Illes Balears","200.0"
"Año 2020","Cuarto","Canarias","Las Palmas","252.0"
"Año 2020","Cuarto","Canarias","Santa Cruz de Tenerife","215.0"
"Año 2020","Cuarto","Cantabria","Cantabria","60.0"
"Año 2020","Cuarto","Castilla y León","Ávila","26.0"
"Año 2020","Cuarto","Castilla y León","Burgos","64.0"
"Año 2020","Cuarto","Castilla y León","León","67.0"
"Año 2020","Cuarto","Castilla y León","Palencia","19.0"
"Año 2020","Cuarto","Castilla y León","Salamanca","18.0"
"Año 2020","Cuarto","Castilla y León","Segovia","14.0"
"Año 2020","Cuarto","Castilla y León","Soria","16.0"
"Año 2020","Cuarto","Castilla y León","Valladolid","94.0"
"Año 2020","Cuarto","Castilla y León","Zamora","32.0"
"Año 2020","Cuarto","Castilla-La Mancha","Albacete","72.0"
"Año 2020","Cuarto","Castilla-La Mancha","Ciudad Real","68.0"
"Año 2020","Cuarto","Castilla-La Mancha","Cuenca","32.0"
"Año 2020","Cuarto","Castilla-La Mancha","Guadalajara","41.0"
"Año 2020","Cuarto","Castilla-La Mancha","Toledo","139.0"
"Año 2020","Cuarto","Cataluña","Barcelona","736.0"
"Año 2020","Cuarto","Cataluña","Girona","93.0"
"Año 2020","Cuarto","Cataluña","Lleida","61.0"
"Año 2020","Cuarto","Cataluña","Tarragona","173.0"
"Año 2020","Cuarto","Comunitat Valenciana","Alicante/Alacant","473.0"
"Año 2020","Cuarto","Comunitat Valenciana","Castellón/Castelló","106.0"
"Año 2020","Cuarto","Comunitat Valenciana","Valencia/València","566.0"
"Año 2020","Cuarto","Extremadura","Badajoz","115.0"
"Año 2020","Cuarto","Extremadura","Cáceres","45.0"
"Año 2020","Cuarto","Galicia","A Coruña","174.0"
"Año 2020","Cuarto","Galicia","Lugo","50.0"
"Año 2020","Cuarto","Galicia","Ourense","43.0"
"Año 2020","Cuarto","Galicia","Pontevedra","129.0"
"Año 2020","Cuarto","Comunidad de Madrid","Madrid","1281.0"
"Año 2020","Cuarto","Región de Murcia","Murcia","296.0"
"Año 2020","Cuarto","Comunidad Foral de Navarra","Navarra","80.0"
"Año 2020","Cuarto","País Vasco","Araba/Álava","29.0"
"Año 2020","Cuarto","País Vasco","Gipuzkoa","42.0"
"Año 2020","Cuarto","País Vasco","Bizkaia","77.0"
"Año 2020","Cuarto","La Rioja","La Rioja","69.0"
"Año 2020","Cuarto","Ceuta","Ceuta","15.0"
"Año 2020","Cuarto","Melilla","Melilla","21.0"
"Año 2021","Primero","Andalucía","Almería","175.0"
"Año 2021","Primero","Andalucía","Cádiz","242.0"
"Año 2021","Primero","Andalucía","Córdoba","81.0"
"Año 2021","Primero","Andalucía","Granada","331.0"
"Año 2021","Primero","Andalucía","Huelva","269.0"
"Año 2021","Primero","Andalucía","Jaén","75.0"
"Año 2021","Primero","Andalucía","Málaga","266.0"
"Año 2021","Primero","Andalucía","Sevilla","402.0"
"Año 2021","Primero","Aragón","Huesca","35.0"
"Año 2021","Primero","Aragón","Teruel","7.0"
"Año 2021","Primero","Aragón","Zaragoza","139.0"
"Año 2021","Primero","Principado de Asturias","Asturias","167.0"
"Año 2021","Primero","Illes Balears","Illes Balears","156.0"
"Año 2021","Primero","Canarias","Las Palmas","219.0"
"Año 2021","Primero","Canarias","Santa Cruz de Tenerife","207.0"
"Año 2021","Primero","Cantabria","Cantabria","63.0"
"Año 2021","Primero","Castilla y León","Ávila","39.0"
"Año 2021","Primero","Castilla y León","Burgos","70.0"
"Año 2021","Primero","Castilla y León","León","42.0"
"Año 2021","Primero","Castilla y León","Palencia","23.0"
"Año 2021","Primero","Castilla y León","Salamanca","12.0"
"Año 2021","Primero","Castilla y León","Segovia","12.0"
"Año 2021","Primero","Castilla y León","Soria","22.0"
"Año 2021","Primero","Castilla y León","Valladolid","115.0"
"Año 2021","Primero","Castilla y León","Zamora","21.0"
"Año 2021","Primero","Castilla-La Mancha","Albacete","89.0"
"Año 2021","Primero","Castilla-La Mancha","Ciudad Real","84.0"
"Año 2021","Primero","Castilla-La Mancha","Cuenca","38.0"
"Año 2021","Primero","Castilla-La Mancha","Guadalajara","38.0"
"Año 2021","Primero","Castilla-La Mancha","Toledo","95.0"
"Año 2021","Primero","Cataluña","Barcelona","768.0"
"Año 2021","Primero","Cataluña","Girona","95.0"
"Año 2021","Primero","Cataluña","Lleida","90.0"
"Año 2021","Primero","Cataluña","Tarragona","188.0"
"Año 2021","Primero","Comunitat Valenciana","Alicante/Alacant","474.0"
"Año 2021","Primero","Comunitat Valenciana","Castellón/Castelló","88.0"
"Año 2021","Primero","Comunitat Valenciana","Valencia/València","576.0"
"Año 2021","Primero","Extremadura","Badajoz","134.0"
"Año 2021","Primero","Extremadura","Cáceres","55.0"
"Año 2021","Primero","Galicia","A Coruña","173.0"
"Año 2021","Primero","Galicia","Lugo","44.0"
"Año 2021","Primero","Galicia","Ourense","32.0"
"Año 2021","Primero","Galicia","Pontevedra","122.0"
"Año 2021","Primero","Comunidad de Madrid","Madrid","1195.0"
"Año 2021","Primero","Región de Murcia","Murcia","281.0"
"Año 2021","Primero","Comunidad Foral de Navarra","Navarra","69.0"
"Año 2021","Primero","País Vasco","Araba/Álava","31.0"
"Año 2021","Primero","País Vasco","Gipuzkoa","46.0"
"Año 2021","Primero","País Vasco","Bizkaia","78.0"
"Año 2021","Primero","La Rioja","La Rioja","73.0"
"Año 2021","Primero","Ceuta","Ceuta","20.0"
"Año 2021","Primero","Melilla","Melilla","10.0"
"Año 2021","Segundo","Andalucía","Almería","209.0"
"Año 2021","Segundo","Andalucía","Cádiz","401.0"
"Año 2021","Segundo","Andalucía","Córdoba","132.0"
"Año 2021","Segundo","Andalucía","Granada","342.0"
"Año 2021","Segundo","Andalucía","Huelva","164.0"
"Año 2021","Segundo","Andalucía","Jaén","104.0"
"Año 2021","Segundo","Andalucía","Málaga","333.0"
"Año 2021","Segundo","Andalucía","Sevilla","402.0"
"Año 2021","Segundo","Aragón","Huesca","34.0"
"Año 2021","Segundo","Aragón","Teruel","11.0"
"Año 2021","Segundo","Aragón","Zaragoza","144.0"
"Año 2021","Segundo","Principado de Asturias","Asturias","143.0"
"Año 2021","Segundo","Illes Balears","Illes Balears","239.0"
"Año 2021","Segundo","Canarias","Las Palmas","268.0"
"Año 2021","Segundo","Canarias","Santa Cruz de Tenerife","197.0"
"Año 2021","Segundo","Cantabria","Cantabria","98.0"
"Año 2021","Segundo","Castilla y León","Ávila","33.0"
"Año 2021","Segundo","Castilla y León","Burgos","69.0"
"Año 2021","Segundo","Castilla y León","León","63.0"
"Año 2021","Segundo","Castilla y León","Palencia","31.0"
"Año 2021","Segundo","Castilla y León","Salamanca","22.0"
"Año 2021","Segundo","Castilla y León","Segovia","16.0"
"Año 2021","Segundo","Castilla y León","Soria","20.0"
"Año 2021","Segundo","Castilla y León","Valladolid","95.0"
"Año 2021","Segundo","Castilla y León","Zamora","25.0"
"Año 2021","Segundo","Castilla-La Mancha","Albacete","86.0"
"Año 2021","Segundo","Castilla-La Mancha","Ciudad Real","96.0"
"Año 2021","Segundo","Castilla-La Mancha","Cuenca","33.0"
"Año 2021","Segundo","Castilla-La Mancha","Guadalajara","48.0"
"Año 2021","Segundo","Castilla-La Mancha","Toledo","99.0"
"Año 2021","Segundo","Cataluña","Barcelona","921.0"
"Año 2021","Segundo","Cataluña","Girona","117.0"
"Año 2021","Segundo","Cataluña","Lleida","74.0"
"Año 2021","Segundo","Cataluña","Tarragona","187.0"
"Año 2021","Segundo","Comunitat Valenciana","Alicante/Alacant","521.0"
"Año 2021","Segundo","Comunitat Valenciana","Castellón/Castelló","100.0"
"Año 2021","Segundo","Comunitat Valenciana","Valencia/València","619.0"
"Año 2021","Segundo","Extremadura","Badajoz","154.0"
"Año 2021","Segundo","Extremadura","Cáceres","53.0"
"Año 2021","Segundo","Galicia","A Coruña","253.0"
"Año 2021","Segundo","Galicia","Lugo","53.0"
"Año 2021","Segundo","Galicia","Ourense","52.0"
"Año 2021","Segundo","Galicia","Pontevedra","167.0"
"Año 2021","Segundo","Comunidad de Madrid","Madrid","1520.0"
"Año 2021","Segundo","Región de Murcia","Murcia","365.0"
"Año 2021","Segundo","Comunidad Foral de Navarra","Navarra","98.0"
"Año 2021","Segundo","País Vasco","Araba/Álava","36.0"
"Año 2021","Segundo","País Vasco","Gipuzkoa","48.0"
"Año 2021","Segundo","País Vasco","Bizkaia","97.0"
"Año 2021","Segundo","La Rioja","La Rioja","74.0"
"Año 2021","Segundo","Ceuta","Ceuta","22.0"
"Año 2021","Segundo","Melilla","Melilla","16.0"
"Año 2021","Tercero","Andalucía","Almería","268.0"
"Año 2021","Tercero","Andalucía","Cádiz","328.0"
"Año 2021","Tercero","Andalucía","Córdoba","110.0"
"Año 2021","Tercero","Andalucía","Granada","359.0"
"Año 2021","Tercero","Andalucía","Huelva","106.0"
"Año 2021","Tercero","Andalucía","Jaén","85.0"
"Año 2021","Tercero","Andalucía","Málaga","325.0"
"Año 2021","Tercero","Andalucía","Sevilla","456.0"
"Año 2021","Tercero","Aragón","Huesca","58.0"
"Año 2021","Tercero","Aragón","Teruel","21.0"
"Año 2021","Tercero","Aragón","Zaragoza","181.0"
"Año 2021","Tercero","Principado de Asturias","Asturias","171.0"
"Año 2021","Tercero","Illes Balears","Illes Balears","280.0"
"Año 2021","Tercero","Canarias","Las Palmas","262.0"
"Año 2021","Tercero","Canarias","Santa Cruz de Tenerife","224.0"
"Año 2021","Tercero","Cantabria","Cantabria","87.0"
"Año 2021","Tercero","Castilla y León","Ávila","47.0"
"Año 2021","Tercero","Castilla y León","Burgos","83.0"
"Año 2021","Tercero","Castilla y León","León","50.0"
"Año 2021","Tercero","Castilla y León","Palencia","32.0"
"Año 2021","Tercero","Castilla y León","Salamanca","29.0"
"Año 2021","Tercero","Castilla y León","Segovia","11.0"
"Año 2021","Tercero","Castilla y León","Soria","20.0"
"Año 2021","Tercero","Castilla y León","Valladolid","118.0"
"Año 2021","Tercero","Castilla y León","Zamora","30.0"
"Año 2021","Tercero","Castilla-La Mancha","Albacete","70.0"
"Año 2021","Tercero","Castilla-La Mancha","Ciudad Real","103.0"
"Año 2021","Tercero","Castilla-La Mancha","Cuenca","44.0"
"Año 2021","Tercero","Castilla-La Mancha","Guadalajara","57.0"
"Año 2021","Tercero","Castilla-La Mancha","Toledo","140.0"
"Año 2021","Tercero","Cataluña","Barcelona","869.0"
"Año 2021","Tercero","Cataluña","Girona","138.0"
"Año 2021","Tercero","Cataluña","Lleida","88.0"
"Año 2021","Tercero","Cataluña","Tarragona","233.0"
"Año 2021","Tercero","Comunitat Valenciana","Alicante/Alacant","646.0"
"Año 2021","Tercero","Comunitat Valenciana","Castellón/Castelló","127.0"
"Año 2021","Tercero","Comunitat Valenciana","Valencia/València","700.0"
"Año 2021","Tercero","Extremadura","Badajoz","166.0"
"Año 2021","Tercero","Extremadura","Cáceres","58.0"
"Año 2021","Tercero","Galicia","A Coruña","210.0"
"Año 2021","Tercero","Galicia","Lugo","47.0"
"Año 2021","Tercero","Galicia","Ourense","44.0"
"Año 2021","Tercero","Galicia","Pontevedra","136.0"
"Año 2021","Tercero","Comunidad de Madrid","Madrid","1377.0"
"Año 2021","Tercero","Región de Murcia","Murcia","479.0"
"Año 2021","Tercero","Comunidad Foral de Navarra","Navarra","87.0"
"Año 2021","Tercero","País Vasco","Araba/Álava","35.0"
"Año 2021","Tercero","País Vasco","Gipuzkoa","65.0"
"Año 2021","Tercero","País Vasco","Bizkaia","105.0"
"Año 2021","Tercero","La Rioja","La Rioja","89.0"
"Año 2021","Tercero","Ceuta","Ceuta","30.0"
"Año 2021","Tercero","Melilla","Melilla","20.0"
"Año 2021","Cuarto","Andalucía","Almería","201.0"
"Año 2021","Cuarto","Andalucía","Cádiz","335.0"
"Año 2021","Cuarto","Andalucía","Córdoba","106.0"
"Año 2021","Cuarto","Andalucía","Granada","358.0"
"Año 2021","Cuarto","Andalucía","Huelva","147.0"
"Año 2021","Cuarto","Andalucía","Jaén","111.0"
"Año 2021","Cuarto","Andalucía","Málaga","255.0"
"Año 2021","Cuarto","Andalucía","Sevilla","479.0"
"Año 2021","Cuarto","Aragón","Huesca","41.0"
"Año 2021","Cuarto","Aragón","Teruel","13.0"
"Año 2021","Cuarto","Aragón","Zaragoza","183.0"
"Año 2021","Cuarto","Principado de Asturias","Asturias","160.0"
"Año 2021","Cuarto","Illes Balears","Illes Balears","222.0"
"Año 2021","Cuarto","Canarias","Las Palmas","271.0"
"Año 2021","Cuarto","Canarias","Santa Cruz de Tenerife","228.0"
"Año 2021","Cuarto","Cantabria","Cantabria","116.0"
"Año 2021","Cuarto","Castilla y León","Ávila","36.0"
"Año 2021","Cuarto","Castilla y León","Burgos","74.0"
"Año 2021","Cuarto","Castilla y León","León","56.0"
"Año 2021","Cuarto","Castilla y León","Palencia","35.0"
"Año 2021","Cuarto","Castilla y León","Salamanca","28.0"
"Año 2021","Cuarto","Castilla y León","Segovia","24.0"
"Año 2021","Cuarto","Castilla y León","Soria","32.0"
"Año 2021","Cuarto","Castilla y León","Valladolid","105.0"
"Año 2021","Cuarto","Castilla y León","Zamora","16.0"
"Año 2021","Cuarto","Castilla-La Mancha","Albacete","82.0"
"Año 2021","Cuarto","Castilla-La Mancha","Ciudad Real","95.0"
"Año 2021","Cuarto","Castilla-La Mancha","Cuenca","41.0"
"Año 2021","Cuarto","Castilla-La Mancha","Guadalajara","63.0"
"Año 2021","Cuarto","Castilla-La Mancha","Toledo","150.0"
"Año 2021","Cuarto","Cataluña","Barcelona","892.0"
"Año 2021","Cuarto","Cataluña","Girona","132.0"
"Año 2021","Cuarto","Cataluña","Lleida","99.0"
"Año 2021","Cuarto","Cataluña","Tarragona","194.0"
"Año 2021","Cuarto","Comunitat Valenciana","Alicante/Alacant","630.0"
"Año 2021","Cuarto","Comunitat Valenciana","Castellón/Castelló","110.0"
"Año 2021","Cuarto","Comunitat Valenciana","Valencia/València","633.0"
"Año 2021","Cuarto","Extremadura","Badajoz","141.0"
"Año 2021","Cuarto","Extremadura","Cáceres","64.0"
"Año 2021","Cuarto","Galicia","A Coruña","227.0"
"Año 2021","Cuarto","Galicia","Lugo","52.0"
"Año 2021","Cuarto","Galicia","Ourense","44.0"
"Año 2021","Cuarto","Galicia","Pontevedra","128.0"
"Año 2021","Cuarto","Comunidad de Madrid","Madrid","1390.0"
"Año 2021","Cuarto","Región de Murcia","Murcia","391.0"
"Año 2021","Cuarto","Comunidad Foral de Navarra","Navarra","101.0"
"Año 2021","Cuarto","País Vasco","Araba/Álava","16.0"
"Año 2021","Cuarto","País Vasco","Gipuzkoa","81.0"
"Año 2021","Cuarto","País Vasco","Bizkaia","141.0"
"Año 2021","Cuarto","La Rioja","La Rioja","74.0"
"Año 2021","Cuarto","Ceuta","Ceuta","28.0"
"Año 2021","Cuarto","Melilla","Melilla","20.0"
"Año 2022","Primero","Andalucía","Almería","272.0"
"Año 2022","Primero","Andalucía","Cádiz","264.0"
"Año 2022","Primero","Andalucía","Córdoba","88.0"
"Año 2022","Primero","Andalucía","Granada","343.0"
"Año 2022","Primero","Andalucía","Huelva","95.0"
"Año 2022","Primero","Andalucía","Jaén","123.0"
"Año 2022","Primero","Andalucía","Málaga","352.0"
"Año 2022","Primero","Andalucía","Sevilla","444.0"
"Año 2022","Primero","Aragón","Huesca","31.0"
"Año 2022","Primero","Aragón","Teruel","13.0"
"Año 2022","Primero","Aragón","Zaragoza","189.0"
"Año 2022","Primero","Principado de Asturias","Asturias","193.0"
"Año 2022","Primero","Illes Balears","Illes Balears","279.0"
"Año 2022","Primero","Canarias","Las Palmas","257.0"
"Año 2022","Primero","Canarias","Santa Cruz de Tenerife","228.0"
"Año 2022","Primero","Cantabria","Cantabria","105.0"
"Año 2022","Primero","Castilla y León","Ávila","19.0"
"Año 2022","Primero","Castilla y León","Burgos","62.0"
"Año 2022","Primero","Castilla y León","León","55.0"
"Año 2022","Primero","Castilla y León","Palencia","28.0"
"Año 2022","Primero","Castilla y León","Salamanca","39.0"
"Año 2022","Primero","Castilla y León","Segovia","32.0"
"Año 2022","Primero","Castilla y León","Soria","26.0"
"Año 2022","Primero","Castilla y León","Valladolid","96.0"
"Año 2022","Primero","Castilla y León","Zamora","17.0"
"Año 2022","Primero","Castilla-La Mancha","Albacete","81.0"
"Año 2022","Primero","Castilla-La Mancha","Ciudad Real","101.0"
"Año 2022","Primero","Castilla-La Mancha","Cuenca","47.0"
"Año 2022","Primero","Castilla-La Mancha","Guadalajara","35.0"
"Año 2022","Primero","Castilla-La Mancha","Toledo","116.0"
"Año 2022","Primero","Cataluña","Barcelona","864.0"
"Año 2022","Primero","Cataluña","Girona","115.0"
"Año 2022","Primero","Cataluña","Lleida","87.0"
"Año 2022","Primero","Cataluña","Tarragona","173.0"
"Año 2022","Primero","Comunitat Valenciana","Alicante/Alacant","569.0"
"Año 2022","Primero","Comunitat Valenciana","Castellón/Castelló","95.0"
"Año 2022","Primero","Comunitat Valenciana","Valencia/València","674.0"
"Año 2022","Primero","Extremadura","Badajoz","135.0"
"Año 2022","Primero","Extremadura","Cáceres","72.0"
"Año 2022","Primero","Galicia","A Coruña","215.0"
"Año 2022","Primero","Galicia","Lugo","40.0"
"Año 2022","Primero","Galicia","Ourense","62.0"
"Año 2022","Primero","Galicia","Pontevedra","135.0"
"Año 2022","Primero","Comunidad de Madrid","Madrid","1226.0"
"Año 2022","Primero","Región de Murcia","Murcia","334.0"
"Año 2022","Primero","Comunidad Foral de Navarra","Navarra","90.0"
"Año 2022","Primero","País Vasco","Araba/Álava","24.0"
"Año 2022","Primero","País Vasco","Gipuzkoa","72.0"
"Año 2022","Primero","País Vasco","Bizkaia","154.0"
"Año 2022","Primero","La Rioja","La Rioja","78.0"
"Año 2022","Primero","Ceuta","Ceuta","24.0"
"Año 2022","Primero","Melilla","Melilla","29.0"
"Año 2022","Segundo","Andalucía","Almería","279.0"
"Año 2022","Segundo","Andalucía","Cádiz","330.0"
"Año 2022","Segundo","Andalucía","Córdoba","120.0"
"Año 2022","Segundo","Andalucía","Granada","332.0"
"Año 2022","Segundo","Andalucía","Huelva","133.0"
"Año 2022","Segundo","Andalucía","Jaén","145.0"
"Año 2022","Segundo","Andalucía","Málaga","351.0"
"Año 2022","Segundo","Andalucía","Sevilla","462.0"
"Año 2022","Segundo","Aragón","Huesca","45.0"
"Año 2022","Segundo","Aragón","Teruel","17.0"
"Año 2022","Segundo","Aragón","Zaragoza","166.0"
"Año 2022","Segundo","Principado de Asturias","Asturias","242.0"
"Año 2022","Segundo","Illes Balears","Illes Balears","359.0"
"Año 2022","Segundo","Canarias","Las Palmas","193.0"
"Año 2022","Segundo","Canarias","Santa Cruz de Tenerife","251.0"
"Año 2022","Segundo","Cantabria","Cantabria","112.0"
"Año 2022","Segundo","Castilla y León","Ávila","37.0"
"Año 2022","Segundo","Castilla y León","Burgos","65.0"
"Año 2022","Segundo","Castilla y León","León","50.0"
"Año 2022","Segundo","Castilla y León","Palencia","35.0"
"Año 2022","Segundo","Castilla y León","Salamanca","38.0"
"Año 2022","Segundo","Castilla y León","Segovia","18.0"
"Año 2022","Segundo","Castilla y León","Soria","22.0"
"Año 2022","Segundo","Castilla y León","Valladolid","132.0"
"Año 2022","Segundo","Castilla y León","Zamora","27.0"
"Año 2022","Segundo","Castilla-La Mancha","Albacete","89.0"
"Año 2022","Segundo","Castilla-La Mancha","Ciudad Real","109.0"
"Año 2022","Segundo","Castilla-La Mancha","Cuenca","44.0"
"Año 2022","Segundo","Castilla-La Mancha","Guadalajara","47.0"
"Año 2022","Segundo","Castilla-La Mancha","Toledo","169.0"
"Año 2022","Segundo","Cataluña","Barcelona","1081.0"
"Año 2022","Segundo","Cataluña","Girona","158.0"
"Año 2022","Segundo","Cataluña","Lleida","94.0"
"Año 2022","Segundo","Cataluña","Tarragona","192.0"
"Año 2022","Segundo","Comunitat Valenciana","Alicante/Alacant","588.0"
"Año 2022","Segundo","Comunitat Valenciana","Castellón/Castelló","151.0"
"Año 2022","Segundo","Comunitat Valenciana","Valencia/València","740.0"
"Año 2022","Segundo","Extremadura","Badajoz","156.0"
"Año 2022","Segundo","Extremadura","Cáceres","101.0"
"Año 2022","Segundo","Galicia","A Coruña","195.0"
"Año 2022","Segundo","Galicia","Lugo","52.0"
"Año 2022","Segundo","Galicia","Ourense","84.0"
"Año 2022","Segundo","Galicia","Pontevedra","155.0"
"Año 2022","Segundo","Comunidad de Madrid","Madrid","1473.0"
"Año 2022","Segundo","Región de Murcia","Murcia","431.0"
"Año 2022","Segundo","Comunidad Foral de Navarra","Navarra","100.0"
"Año 2022","Segundo","País Vasco","Araba/Álava","23.0"
"Año 2022","Segundo","País Vasco","Gipuzkoa","100.0"
"Año 2022","Segundo","País Vasco","Bizkaia","152.0"
"Año 2022","Segundo","La Rioja","La Rioja","97.0"
"Año 2022","Segundo","Ceuta","Ceuta","20.0"
"Año 2022","Segundo","Melilla","Melilla","22.0"
"Año 2022","Tercero","Andalucía","Almería","281.0"
"Año 2022","Tercero","Andalucía","Cádiz","294.0"
"Año 2022","Tercero","Andalucía","Córdoba","117.0"
"Año 2022","Tercero","Andalucía","Granada","219.0"
"Año 2022","Tercero","Andalucía","Huelva","122.0"
"Año 2022","Tercero","Andalucía","Jaén","140.0"
"Año 2022","Tercero","Andalucía","Málaga","330.0"
"Año 2022","Tercero","Andalucía","Sevilla","502.0"
"Año 2022","Tercero","Aragón","Huesca","52.0"
"Año 2022","Tercero","Aragón","Teruel","20.0"
"Año 2022","Tercero","Aragón","Zaragoza","204.0"
"Año 2022","Tercero","Principado de Asturias","Asturias","232.0"
"Año 2022","Tercero","Illes Balears","Illes Balears","415.0"
"Año 2022","Tercero","Canarias","Las Palmas","197.0"
"Año 2022","Tercero","Canarias","Santa Cruz de Tenerife","218.0"
"Año 2022","Tercero","Cantabria","Cantabria","95.0"
"Año 2022","Tercero","Castilla y León","Ávila","29.0"
"Año 2022","Tercero","Castilla y León","Burgos","86.0"
"Año 2022","Tercero","Castilla y León","León","75.0"
"Año 2022","Tercero","Castilla y León","Palencia","26.0"
"Año 2022","Tercero","Castilla y León","Salamanca","34.0"
"Año 2022","Tercero","Castilla y León","Segovia","26.0"
"Año 2022","Tercero","Castilla y León","Soria","35.0"
"Año 2022","Tercero","Castilla y León","Valladolid","104.0"
"Año 2022","Tercero","Castilla y León","Zamora","39.0"
"Año 2022","Tercero","Castilla-La Mancha","Albacete","90.0"
"Año 2022","Tercero","Castilla-La Mancha","Ciudad Real","125.0"
"Año 2022","Tercero","Castilla-La Mancha","Cuenca","49.0"
"Año 2022","Tercero","Castilla-La Mancha","Guadalajara","42.0"
"Año 2022","Tercero","Castilla-La Mancha","Toledo","178.0"
"Año 2022","Tercero","Cataluña","Barcelona","1011.0"
"Año 2022","Tercero","Cataluña","Girona","157.0"
"Año 2022","Tercero","Cataluña","Lleida","104.0"
"Año 2022","Tercero","Cataluña","Tarragona","216.0"
"Año 2022","Tercero","Comunitat Valenciana","Alicante/Alacant","542.0"
"Año 2022","Tercero","Comunitat Valenciana","Castellón/Castelló","125.0"
"Año 2022","Tercero","Comunitat Valenciana","Valencia/València","653.0"
"Año 2022","Tercero","Extremadura","Badajoz","156.0"
"Año 2022","Tercero","Extremadura","Cáceres","92.0"
"Año 2022","Tercero","Galicia","A Coruña","193.0"
"Año 2022","Tercero","Galicia","Lugo","68.0"
"Año 2022","Tercero","Galicia","Ourense","62.0"
"Año 2022","Tercero","Galicia","Pontevedra","169.0"
"Año 2022","Tercero","Comunidad de Madrid","Madrid","1490.0"
"Año 2022","Tercero","Región de Murcia","Murcia","394.0"
"Año 2022","Tercero","Comunidad Foral de Navarra","Navarra","126.0"
"Año 2022","Tercero","País Vasco","Araba/Álava","34.0"
"Año 2022","Tercero","País Vasco","Gipuzkoa","50.0"
"Año 2022","Tercero","País Vasco","Bizkaia","164.0"
"Año 2022","Tercero","La Rioja","La Rioja","67.0"
"Año 2022","Tercero","Ceuta","Ceuta","30.0"
"Año 2022","Tercero","Melilla","Melilla","23.0"
"Año 2022","Cuarto","Andalucía","Almería","305.0"
"Año 2022","Cuarto","Andalucía","Cádiz","299.0"
"Año 2022","Cuarto","Andalucía","Córdoba","93.0"
"Año 2022","Cuarto","Andalucía","Granada","283.0"
"Año 2022","Cuarto","Andalucía","Huelva","189.0"
"Año 2022","Cuarto","Andalucía","Jaén","141.0"
"Año 2022","Cuarto","Andalucía","Málaga","369.0"
"Año 2022","Cuarto","Andalucía","Sevilla","481.0"
"Año 2022","Cuarto","Aragón","Huesca","47.0"
"Año 2022","Cuarto","Aragón","Teruel","19.0"
"Año 2022","Cuarto","Aragón","Zaragoza","148.0"
"Año 2022","Cuarto","Principado de Asturias","Asturias","201.0"
"Año 2022","Cuarto","Illes Balears","Illes Balears","343.0"
"Año 2022","Cuarto","Canarias","Las Palmas","273.0"
"Año 2022","Cuarto","Canarias","Santa Cruz de Tenerife","237.0"
"Año 2022","Cuarto","Cantabria","Cantabria","93.0"
"Año 2022","Cuarto","Castilla y León","Ávila","26.0"
"Año 2022","Cuarto","Castilla y León","Burgos","77.0"
"Año 2022","Cuarto","Castilla y León","León","58.0"
"Año 2022","Cuarto","Castilla y León","Palencia","36.0"
"Año 2022","Cuarto","Castilla y León","Salamanca","27.0"
"Año 2022","Cuarto","Castilla y León","Segovia","23.0"
"Año 2022","Cuarto","Castilla y León","Soria","21.0"
"Año 2022","Cuarto","Castilla y León","Valladolid","132.0"
"Año 2022","Cuarto","Castilla y León","Zamora","26.0"
"Año 2022","Cuarto","Castilla-La Mancha","Albacete","87.0"
"Año 2022","Cuarto","Castilla-La Mancha","Ciudad Real","111.0"
"Año 2022","Cuarto","Castilla-La Mancha","Cuenca","43.0"
"Año 2022","Cuarto","Castilla-La Mancha","Guadalajara","36.0"
"Año 2022","Cuarto","Castilla-La Mancha","Toledo","119.0"
"Año 2022","Cuarto","Cataluña","Barcelona","802.0"
"Año 2022","Cuarto","Cataluña","Girona","150.0"
"Año 2022","Cuarto","Cataluña","Lleida","95.0"
"Año 2022","Cuarto","Cataluña","Tarragona","155.0"
"Año 2022","Cuarto","Comunitat Valenciana","Alicante/Alacant","514.0"
"Año 2022","Cuarto","Comunitat Valenciana","Castellón/Castelló","91.0"
"Año 2022","Cuarto","Comunitat Valenciana","Valencia/València","716.0"
"Año 2022","Cuarto","Extremadura","Badajoz","122.0"
"Año 2022","Cuarto","Extremadura","Cáceres","78.0"
