"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2005","Segundo","Junio","Aragón","Zaragoza","1.0","0.0"
"Año 2005","Segundo","Junio","Principado de Asturias","Asturias","1.0","0.0"
"Año 2005","Segundo","Junio","Canarias","Las Palmas","0.0","1.0"
"Año 2005","Segundo","Junio","Castilla y León","Ávila","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla y León","Burgos","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla y León","León","4.0","0.0"
"Año 2005","Segundo","Junio","Castilla y León","Salamanca","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla y León","Soria","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla y León","Valladolid","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2005","Segundo","Junio","Castilla-La Mancha","Guadalajara","0.0","1.0"
"Año 2005","Segundo","Junio","Cataluña","Barcelona","1.0","0.0"
"Año 2005","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2005","Segundo","Junio","Comunitat Valenciana","Valencia/València","5.0","0.0"
"Año 2005","Segundo","Junio","Galicia","A Coruña","1.0","0.0"
"Año 2005","Segundo","Junio","Galicia","Lugo","1.0","0.0"
"Año 2005","Segundo","Junio","Galicia","Ourense","1.0","0.0"
"Año 2005","Segundo","Junio","Comunidad de Madrid","Madrid","1.0","0.0"
"Año 2005","Segundo","Junio","Región de Murcia","Murcia","1.0","0.0"
"Año 2005","Segundo","Junio","País Vasco","Bizkaia","4.0","1.0"
"Año 2005","Tercero","Julio","Andalucía","Almería","2.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Cádiz","7.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Córdoba","1.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Granada","3.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Huelva","1.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Jaén","3.0","0.0"
"Año 2005","Tercero","Julio","Andalucía","Sevilla","3.0","1.0"
"Año 2005","Tercero","Julio","Aragón","Huesca","1.0","0.0"
"Año 2005","Tercero","Julio","Aragón","Zaragoza","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla y León","León","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla y León","Segovia","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla y León","Soria","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla y León","Valladolid","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla y León","Zamora","1.0","0.0"
"Año 2005","Tercero","Julio","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2005","Tercero","Julio","Cataluña","Barcelona","2.0","0.0"
"Año 2005","Tercero","Julio","Cataluña","Girona","1.0","0.0"
"Año 2005","Tercero","Julio","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2005","Tercero","Julio","Comunitat Valenciana","Valencia/València","5.0","0.0"
"Año 2005","Tercero","Julio","Galicia","A Coruña","1.0","0.0"
"Año 2005","Tercero","Julio","Galicia","Pontevedra","0.0","1.0"
"Año 2005","Tercero","Julio","Comunidad de Madrid","Madrid","0.0","2.0"
"Año 2005","Tercero","Julio","País Vasco","Gipuzkoa","0.0","0.0"
"Año 2005","Tercero","Agosto","Andalucía","Cádiz","1.0","0.0"
"Año 2005","Tercero","Agosto","Andalucía","Córdoba","1.0","0.0"
"Año 2005","Tercero","Agosto","Andalucía","Granada","2.0","0.0"
"Año 2005","Tercero","Agosto","Andalucía","Huelva","1.0","0.0"
"Año 2005","Tercero","Agosto","Andalucía","Sevilla","3.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","Ávila","1.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","Burgos","2.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","León","5.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","Palencia","2.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","Salamanca","0.0","1.0"
"Año 2005","Tercero","Agosto","Castilla y León","Valladolid","1.0","0.0"
"Año 2005","Tercero","Agosto","Castilla y León","Zamora","1.0","0.0"
"Año 2005","Tercero","Agosto","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2005","Tercero","Agosto","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2005","Tercero","Agosto","Cataluña","Barcelona","0.0","1.0"
"Año 2005","Tercero","Agosto","Comunitat Valenciana","Alicante/Alacant","0.0","1.0"
"Año 2005","Tercero","Agosto","Extremadura","Badajoz","1.0","0.0"
"Año 2005","Tercero","Agosto","Galicia","Ourense","1.0","0.0"
"Año 2005","Tercero","Agosto","Comunidad de Madrid","Madrid","3.0","1.0"
"Año 2005","Tercero","Septiembre","Andalucía","Almería","1.0","0.0"
"Año 2005","Tercero","Septiembre","Andalucía","Cádiz","2.0","0.0"
"Año 2005","Tercero","Septiembre","Andalucía","Córdoba","1.0","0.0"
"Año 2005","Tercero","Septiembre","Andalucía","Málaga","3.0","0.0"
"Año 2005","Tercero","Septiembre","Andalucía","Sevilla","3.0","0.0"
"Año 2005","Tercero","Septiembre","Aragón","Zaragoza","4.0","0.0"
"Año 2005","Tercero","Septiembre","Cantabria","Cantabria","1.0","0.0"
"Año 2005","Tercero","Septiembre","Castilla y León","León","1.0","0.0"
"Año 2005","Tercero","Septiembre","Castilla y León","Soria","1.0","0.0"
"Año 2005","Tercero","Septiembre","Castilla y León","Valladolid","2.0","0.0"
"Año 2005","Tercero","Septiembre","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2005","Tercero","Septiembre","Castilla-La Mancha","Toledo","2.0","0.0"
"Año 2005","Tercero","Septiembre","Cataluña","Barcelona","3.0","0.0"
"Año 2005","Tercero","Septiembre","Comunitat Valenciana","Valencia/València","5.0","0.0"
"Año 2005","Tercero","Septiembre","Galicia","A Coruña","1.0","0.0"
"Año 2005","Tercero","Septiembre","Galicia","Lugo","0.0","0.0"
"Año 2005","Tercero","Septiembre","Galicia","Pontevedra","1.0","0.0"
"Año 2005","Tercero","Septiembre","Comunidad de Madrid","Madrid","1.0","0.0"
"Año 2005","Cuarto","Octubre","Andalucía","Cádiz","5.0","0.0"
"Año 2005","Cuarto","Octubre","Andalucía","Granada","3.0","0.0"
"Año 2005","Cuarto","Octubre","Andalucía","Huelva","3.0","0.0"
"Año 2005","Cuarto","Octubre","Andalucía","Jaén","2.0","0.0"
"Año 2005","Cuarto","Octubre","Andalucía","Málaga","1.0","1.0"
"Año 2005","Cuarto","Octubre","Aragón","Zaragoza","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Burgos","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","León","2.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Palencia","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Salamanca","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Segovia","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Valladolid","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla y León","Zamora","1.0","0.0"
"Año 2005","Cuarto","Octubre","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2005","Cuarto","Octubre","Cataluña","Barcelona","2.0","0.0"
"Año 2005","Cuarto","Octubre","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2005","Cuarto","Octubre","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2005","Cuarto","Octubre","Comunitat Valenciana","Valencia/València","3.0","1.0"
"Año 2005","Cuarto","Octubre","Galicia","A Coruña","2.0","0.0"
"Año 2005","Cuarto","Octubre","Galicia","Lugo","1.0","0.0"
"Año 2005","Cuarto","Octubre","Galicia","Pontevedra","1.0","0.0"
"Año 2005","Cuarto","Octubre","Comunidad de Madrid","Madrid","2.0","0.0"
"Año 2005","Cuarto","Octubre","Comunidad Foral de Navarra","Navarra","0.0","1.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Almería","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Cádiz","2.0","0.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Córdoba","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Granada","4.0","0.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Huelva","2.0","0.0"
"Año 2005","Cuarto","Noviembre","Andalucía","Sevilla","3.0","0.0"
"Año 2005","Cuarto","Noviembre","Aragón","Huesca","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Principado de Asturias","Asturias","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Castilla y León","León","2.0","0.0"
"Año 2005","Cuarto","Noviembre","Castilla y León","Palencia","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Castilla y León","Zamora","5.0","0.0"
"Año 2005","Cuarto","Noviembre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Cataluña","Barcelona","5.0","1.0"
"Año 2005","Cuarto","Noviembre","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2005","Cuarto","Noviembre","Comunitat Valenciana","Valencia/València","2.0","2.0"
"Año 2005","Cuarto","Noviembre","Extremadura","Cáceres","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Galicia","A Coruña","1.0","0.0"
"Año 2005","Cuarto","Noviembre","Comunidad de Madrid","Madrid","1.0","2.0"
"Año 2005","Cuarto","Noviembre","Región de Murcia","Murcia","0.0","1.0"
"Año 2005","Cuarto","Noviembre","País Vasco","Bizkaia","1.0","0.0"
"Año 2005","Cuarto","Noviembre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Andalucía","Cádiz","8.0","0.0"
"Año 2005","Cuarto","Diciembre","Andalucía","Córdoba","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Andalucía","Huelva","2.0","0.0"
"Año 2005","Cuarto","Diciembre","Andalucía","Málaga","1.0","1.0"
"Año 2005","Cuarto","Diciembre","Andalucía","Sevilla","2.0","0.0"
"Año 2005","Cuarto","Diciembre","Cantabria","Cantabria","0.0","1.0"
"Año 2005","Cuarto","Diciembre","Castilla y León","León","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Castilla y León","Valladolid","3.0","0.0"
"Año 2005","Cuarto","Diciembre","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Cataluña","Barcelona","3.0","1.0"
"Año 2005","Cuarto","Diciembre","Cataluña","Girona","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2005","Cuarto","Diciembre","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Extremadura","Badajoz","1.0","0.0"
"Año 2005","Cuarto","Diciembre","Galicia","Pontevedra","2.0","0.0"
"Año 2005","Cuarto","Diciembre","Comunidad de Madrid","Madrid","1.0","1.0"
"Año 2005","Cuarto","Diciembre","País Vasco","Bizkaia","1.0","1.0"
"Año 2005","Cuarto","Diciembre","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2006","Primero","Enero","Andalucía","Cádiz","6.0","0.0"
"Año 2006","Primero","Enero","Andalucía","Granada","3.0","0.0"
"Año 2006","Primero","Enero","Andalucía","Huelva","1.0","0.0"
"Año 2006","Primero","Enero","Andalucía","Málaga","1.0","0.0"
"Año 2006","Primero","Enero","Andalucía","Sevilla","1.0","1.0"
"Año 2006","Primero","Enero","Aragón","Zaragoza","1.0","0.0"
"Año 2006","Primero","Enero","Principado de Asturias","Asturias","1.0","0.0"
"Año 2006","Primero","Enero","Castilla y León","Burgos","1.0","0.0"
"Año 2006","Primero","Enero","Castilla y León","León","2.0","0.0"
"Año 2006","Primero","Enero","Castilla y León","Zamora","1.0","0.0"
"Año 2006","Primero","Enero","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2006","Primero","Enero","Cataluña","Barcelona","2.0","0.0"
"Año 2006","Primero","Enero","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2006","Primero","Enero","Comunitat Valenciana","Valencia/València","2.0","0.0"
"Año 2006","Primero","Enero","Galicia","Lugo","1.0","0.0"
"Año 2006","Primero","Enero","Galicia","Pontevedra","0.0","1.0"
"Año 2006","Primero","Enero","Comunidad de Madrid","Madrid","4.0","0.0"
"Año 2006","Primero","Enero","Región de Murcia","Murcia","0.0","1.0"
"Año 2006","Primero","Enero","País Vasco","Araba/Álava","1.0","0.0"
"Año 2006","Primero","Enero","País Vasco","Bizkaia","1.0","0.0"
"Año 2006","Primero","Enero","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2006","Primero","Febrero","Andalucía","Cádiz","4.0","0.0"
"Año 2006","Primero","Febrero","Andalucía","Córdoba","5.0","0.0"
"Año 2006","Primero","Febrero","Andalucía","Granada","1.0","0.0"
"Año 2006","Primero","Febrero","Andalucía","Málaga","1.0","0.0"
"Año 2006","Primero","Febrero","Aragón","Zaragoza","1.0","0.0"
"Año 2006","Primero","Febrero","Canarias","Santa Cruz de Tenerife","1.0","0.0"
"Año 2006","Primero","Febrero","Castilla y León","León","2.0","0.0"
"Año 2006","Primero","Febrero","Castilla y León","Palencia","4.0","0.0"
"Año 2006","Primero","Febrero","Castilla y León","Soria","1.0","0.0"
"Año 2006","Primero","Febrero","Castilla y León","Valladolid","10.0","1.0"
"Año 2006","Primero","Febrero","Castilla y León","Zamora","3.0","1.0"
"Año 2006","Primero","Febrero","Cataluña","Barcelona","2.0","1.0"
"Año 2006","Primero","Febrero","Cataluña","Girona","1.0","0.0"
"Año 2006","Primero","Febrero","Cataluña","Tarragona","1.0","0.0"
"Año 2006","Primero","Febrero","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2006","Primero","Febrero","Galicia","A Coruña","1.0","0.0"
"Año 2006","Primero","Febrero","Comunidad de Madrid","Madrid","4.0","2.0"
"Año 2006","Primero","Febrero","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Cádiz","8.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Córdoba","3.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Granada","2.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Jaén","1.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Málaga","1.0","0.0"
"Año 2006","Primero","Marzo","Andalucía","Sevilla","1.0","0.0"
"Año 2006","Primero","Marzo","Principado de Asturias","Asturias","2.0","0.0"
"Año 2006","Primero","Marzo","Castilla y León","León","1.0","0.0"
"Año 2006","Primero","Marzo","Castilla y León","Salamanca","2.0","0.0"
"Año 2006","Primero","Marzo","Castilla y León","Valladolid","4.0","0.0"
"Año 2006","Primero","Marzo","Castilla y León","Zamora","4.0","0.0"
"Año 2006","Primero","Marzo","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2006","Primero","Marzo","Cataluña","Barcelona","3.0","0.0"
"Año 2006","Primero","Marzo","Comunitat Valenciana","Alicante/Alacant","2.0","0.0"
"Año 2006","Primero","Marzo","Comunitat Valenciana","Valencia/València","6.0","0.0"
"Año 2006","Primero","Marzo","Extremadura","Badajoz","0.0","2.0"
"Año 2006","Primero","Marzo","Galicia","Lugo","1.0","0.0"
"Año 2006","Primero","Marzo","Comunidad de Madrid","Madrid","2.0","1.0"
"Año 2006","Primero","Marzo","Región de Murcia","Murcia","1.0","0.0"
"Año 2006","Primero","Marzo","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2006","Primero","Marzo","País Vasco","Araba/Álava","0.0","1.0"
"Año 2006","Primero","Marzo","País Vasco","Bizkaia","0.0","1.0"
"Año 2006","Primero","Marzo","País Vasco","Gipuzkoa","1.0","0.0"
"Año 2006","Segundo","Abril","Andalucía","Cádiz","2.0","0.0"
"Año 2006","Segundo","Abril","Andalucía","Granada","1.0","0.0"
"Año 2006","Segundo","Abril","Andalucía","Huelva","1.0","0.0"
"Año 2006","Segundo","Abril","Andalucía","Jaén","2.0","0.0"
"Año 2006","Segundo","Abril","Andalucía","Málaga","0.0","1.0"
"Año 2006","Segundo","Abril","Andalucía","Sevilla","3.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","Ávila","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","León","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","Salamanca","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","Segovia","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","Valladolid","4.0","0.0"
"Año 2006","Segundo","Abril","Castilla y León","Zamora","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla-La Mancha","Ciudad Real","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2006","Segundo","Abril","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2006","Segundo","Abril","Cataluña","Barcelona","0.0","0.0"
"Año 2006","Segundo","Abril","Comunitat Valenciana","Alicante/Alacant","5.0","0.0"
"Año 2006","Segundo","Abril","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2006","Segundo","Abril","Galicia","A Coruña","1.0","0.0"
"Año 2006","Segundo","Abril","Comunidad de Madrid","Madrid","2.0","0.0"
"Año 2006","Segundo","Abril","Región de Murcia","Murcia","1.0","0.0"
"Año 2006","Segundo","Mayo","Andalucía","Cádiz","6.0","0.0"
"Año 2006","Segundo","Mayo","Andalucía","Córdoba","1.0","0.0"
"Año 2006","Segundo","Mayo","Andalucía","Granada","1.0","0.0"
"Año 2006","Segundo","Mayo","Andalucía","Huelva","1.0","0.0"
"Año 2006","Segundo","Mayo","Principado de Asturias","Asturias","1.0","0.0"
"Año 2006","Segundo","Mayo","Canarias","Las Palmas","1.0","0.0"
"Año 2006","Segundo","Mayo","Castilla y León","Palencia","2.0","0.0"
"Año 2006","Segundo","Mayo","Castilla y León","Valladolid","1.0","0.0"
"Año 2006","Segundo","Mayo","Castilla y León","Zamora","1.0","0.0"
"Año 2006","Segundo","Mayo","Cataluña","Barcelona","1.0","0.0"
"Año 2006","Segundo","Mayo","Cataluña","Girona","1.0","0.0"
"Año 2006","Segundo","Mayo","Comunitat Valenciana","Alicante/Alacant","3.0","0.0"
"Año 2006","Segundo","Mayo","Comunitat Valenciana","Valencia/València","1.0","0.0"
"Año 2006","Segundo","Mayo","Extremadura","Cáceres","1.0","0.0"
"Año 2006","Segundo","Mayo","Galicia","Ourense","1.0","1.0"
"Año 2006","Segundo","Mayo","Comunidad de Madrid","Madrid","4.0","1.0"
"Año 2006","Segundo","Mayo","Región de Murcia","Murcia","0.0","1.0"
"Año 2006","Segundo","Mayo","La Rioja","La Rioja","1.0","0.0"
"Año 2006","Segundo","Junio","Andalucía","Almería","5.0","0.0"
"Año 2006","Segundo","Junio","Andalucía","Cádiz","9.0","0.0"
"Año 2006","Segundo","Junio","Andalucía","Córdoba","1.0","1.0"
"Año 2006","Segundo","Junio","Andalucía","Huelva","4.0","0.0"
"Año 2006","Segundo","Junio","Andalucía","Jaén","8.0","0.0"
"Año 2006","Segundo","Junio","Andalucía","Sevilla","4.0","0.0"
"Año 2006","Segundo","Junio","Aragón","Huesca","1.0","0.0"
"Año 2006","Segundo","Junio","Canarias","Santa Cruz de Tenerife","0.0","1.0"
"Año 2006","Segundo","Junio","Cantabria","Cantabria","1.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","Ávila","1.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","Burgos","2.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","León","7.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","Palencia","4.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","Valladolid","7.0","0.0"
"Año 2006","Segundo","Junio","Castilla y León","Zamora","1.0","0.0"
"Año 2006","Segundo","Junio","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2006","Segundo","Junio","Cataluña","Barcelona","4.0","0.0"
"Año 2006","Segundo","Junio","Cataluña","Girona","1.0","0.0"
"Año 2006","Segundo","Junio","Cataluña","Lleida","1.0","0.0"
"Año 2006","Segundo","Junio","Cataluña","Tarragona","2.0","0.0"
"Año 2006","Segundo","Junio","Comunitat Valenciana","Alicante/Alacant","1.0","0.0"
"Año 2006","Segundo","Junio","Comunitat Valenciana","Castellón/Castelló","0.0","1.0"
"Año 2006","Segundo","Junio","Comunitat Valenciana","Valencia/València","2.0","0.0"
"Año 2006","Segundo","Junio","Galicia","A Coruña","2.0","0.0"
