"Año","Trimestre","Mes","Comunidad autónoma","Provincia","Número de contratos bonificados","Número de contratos de sustitución"
"Año 2023","Tercero","Agosto","Comunitat Valenciana","Valencia/València","8.0","2.0"
"Año 2023","Tercero","Agosto","Extremadura","Cáceres","1.0","0.0"
"Año 2023","Tercero","Agosto","Galicia","A Coruña","1.0","0.0"
"Año 2023","Tercero","Agosto","Comunidad de Madrid","Madrid","14.0","0.0"
"Año 2023","Tercero","Agosto","Región de Murcia","Murcia","2.0","0.0"
"Año 2023","Tercero","Agosto","Comunidad Foral de Navarra","Navarra","1.0","0.0"
"Año 2023","Tercero","Agosto","País Vasco","Araba/Álava","0.0","1.0"
"Año 2023","Tercero","Agosto","País Vasco","Bizkaia","2.0","1.0"
"Año 2023","Tercero","Agosto","Ceuta","Ceuta","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Almería","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Cádiz","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Córdoba","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Granada","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Huelva","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Jaén","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Málaga","1.0","0.0"
"Año 2023","Tercero","Septiembre","Andalucía","Sevilla","1.0","0.0"
"Año 2023","Tercero","Septiembre","Aragón","Huesca","1.0","0.0"
"Año 2023","Tercero","Septiembre","Aragón","Zaragoza","0.0","1.0"
"Año 2023","Tercero","Septiembre","Principado de Asturias","Asturias","3.0","0.0"
"Año 2023","Tercero","Septiembre","Illes Balears","Illes Balears","1.0","1.0"
"Año 2023","Tercero","Septiembre","Canarias","Las Palmas","0.0","1.0"
"Año 2023","Tercero","Septiembre","Canarias","Santa Cruz de Tenerife","0.0","1.0"
"Año 2023","Tercero","Septiembre","Cantabria","Cantabria","2.0","1.0"
"Año 2023","Tercero","Septiembre","Castilla y León","Burgos","1.0","2.0"
"Año 2023","Tercero","Septiembre","Castilla y León","Palencia","1.0","0.0"
"Año 2023","Tercero","Septiembre","Castilla y León","Salamanca","1.0","0.0"
"Año 2023","Tercero","Septiembre","Castilla y León","Valladolid","1.0","1.0"
"Año 2023","Tercero","Septiembre","Castilla-La Mancha","Albacete","1.0","0.0"
"Año 2023","Tercero","Septiembre","Castilla-La Mancha","Cuenca","1.0","0.0"
"Año 2023","Tercero","Septiembre","Castilla-La Mancha","Guadalajara","1.0","0.0"
"Año 2023","Tercero","Septiembre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2023","Tercero","Septiembre","Cataluña","Barcelona","3.0","1.0"
"Año 2023","Tercero","Septiembre","Cataluña","Girona","1.0","0.0"
"Año 2023","Tercero","Septiembre","Cataluña","Lleida","0.0","1.0"
"Año 2023","Tercero","Septiembre","Comunitat Valenciana","Alicante/Alacant","0.0","1.0"
"Año 2023","Tercero","Septiembre","Comunitat Valenciana","Castellón/Castelló","1.0","0.0"
"Año 2023","Tercero","Septiembre","Comunitat Valenciana","Valencia/València","3.0","1.0"
"Año 2023","Tercero","Septiembre","Comunidad de Madrid","Madrid","9.0","8.0"
"Año 2023","Tercero","Septiembre","Región de Murcia","Murcia","1.0","0.0"
"Año 2023","Tercero","Septiembre","Comunidad Foral de Navarra","Navarra","0.0","3.0"
"Año 2023","Tercero","Septiembre","País Vasco","Bizkaia","2.0","0.0"
"Año 2023","Tercero","Septiembre","País Vasco","Gipuzkoa","0.0","1.0"
"Año 2023","Tercero","Septiembre","La Rioja","La Rioja","1.0","0.0"
"Año 2023","Cuarto","Octubre","Andalucía","Almería","1.0","0.0"
"Año 2023","Cuarto","Octubre","Andalucía","Cádiz","1.0","0.0"
"Año 2023","Cuarto","Octubre","Andalucía","Granada","1.0","1.0"
"Año 2023","Cuarto","Octubre","Andalucía","Huelva","0.0","1.0"
"Año 2023","Cuarto","Octubre","Andalucía","Jaén","1.0","0.0"
"Año 2023","Cuarto","Octubre","Andalucía","Málaga","2.0","0.0"
"Año 2023","Cuarto","Octubre","Andalucía","Sevilla","1.0","0.0"
"Año 2023","Cuarto","Octubre","Aragón","Huesca","1.0","0.0"
"Año 2023","Cuarto","Octubre","Aragón","Zaragoza","2.0","0.0"
"Año 2023","Cuarto","Octubre","Illes Balears","Illes Balears","2.0","0.0"
"Año 2023","Cuarto","Octubre","Canarias","Las Palmas","1.0","0.0"
"Año 2023","Cuarto","Octubre","Canarias","Santa Cruz de Tenerife","3.0","1.0"
"Año 2023","Cuarto","Octubre","Castilla y León","León","0.0","1.0"
"Año 2023","Cuarto","Octubre","Castilla y León","Valladolid","2.0","1.0"
"Año 2023","Cuarto","Octubre","Castilla-La Mancha","Toledo","1.0","0.0"
"Año 2023","Cuarto","Octubre","Cataluña","Barcelona","4.0","3.0"
