"Año","Mes","Comunidad autónoma","Provincia","Número de autorizaciones concedidas"
"Año 2021","Febrero","Canarias","Las Palmas","2.0"
"Año 2021","Febrero","Cantabria","Cantabria","4.0"
"Año 2021","Febrero","Castilla y León","Burgos","4.0"
"Año 2021","Febrero","Castilla y León","León","1.0"
"Año 2021","Febrero","Castilla y León","Salamanca","0.0"
"Año 2021","Febrero","Castilla y León","Valladolid","1.0"
"Año 2021","Febrero","Castilla-La Mancha","Albacete","1.0"
"Año 2021","Febrero","Castilla-La Mancha","Ciudad Real","5.0"
"Año 2021","Febrero","Castilla-La Mancha","Guadalajara","3.0"
"Año 2021","Febrero","Castilla-La Mancha","Toledo","6.0"
"Año 2021","Febrero","Cataluña","Barcelona","48.0"
"Año 2021","Febrero","Cataluña","Girona","7.0"
"Año 2021","Febrero","Cataluña","Lleida","4.0"
"Año 2021","Febrero","Cataluña","Tarragona","11.0"
"Año 2021","Febrero","Comunitat Valenciana","Alicante/Alacant","13.0"
"Año 2021","Febrero","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2021","Febrero","Comunitat Valenciana","Valencia/València","37.0"
"Año 2021","Febrero","Extremadura","Badajoz","1.0"
"Año 2021","Febrero","Extremadura","Cáceres","3.0"
"Año 2021","Febrero","Galicia","A Coruña","8.0"
"Año 2021","Febrero","Galicia","Lugo","2.0"
"Año 2021","Febrero","Galicia","Ourense","1.0"
"Año 2021","Febrero","Galicia","Pontevedra","3.0"
"Año 2021","Febrero","Comunidad de Madrid","Madrid","31.0"
"Año 2021","Febrero","Región de Murcia","Murcia","40.0"
"Año 2021","Febrero","Comunidad Foral de Navarra","Navarra","0.0"
"Año 2021","Febrero","País Vasco","Araba/Álava","4.0"
"Año 2021","Febrero","País Vasco","Bizkaia","14.0"
"Año 2021","Febrero","País Vasco","Gipuzkoa","7.0"
"Año 2021","Febrero","La Rioja","La Rioja","2.0"
"Año 2021","Febrero","Melilla","Melilla","5.0"
"Año 2021","Febrero","No consta","No consta","1.0"
"Año 2021","Marzo","Andalucía","Almería","14.0"
"Año 2021","Marzo","Andalucía","Cádiz","6.0"
"Año 2021","Marzo","Andalucía","Córdoba","2.0"
"Año 2021","Marzo","Andalucía","Granada","7.0"
"Año 2021","Marzo","Andalucía","Huelva","4.0"
"Año 2021","Marzo","Andalucía","Jaén","2.0"
"Año 2021","Marzo","Andalucía","Málaga","11.0"
"Año 2021","Marzo","Aragón","Huesca","5.0"
"Año 2021","Marzo","Aragón","Teruel","0.0"
"Año 2021","Marzo","Aragón","Zaragoza","5.0"
"Año 2021","Marzo","Principado de Asturias","Asturias","0.0"
"Año 2021","Marzo","Illes Balears","Illes Balears","29.0"
"Año 2021","Marzo","Canarias","Las Palmas","4.0"
"Año 2021","Marzo","Canarias","Santa Cruz de Tenerife","10.0"
"Año 2021","Marzo","Castilla y León","Ávila","1.0"
"Año 2021","Marzo","Castilla y León","León","2.0"
"Año 2021","Marzo","Castilla y León","Salamanca","3.0"
"Año 2021","Marzo","Castilla y León","Segovia","1.0"
"Año 2021","Marzo","Castilla y León","Valladolid","1.0"
"Año 2021","Marzo","Castilla-La Mancha","Albacete","2.0"
"Año 2021","Marzo","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2021","Marzo","Castilla-La Mancha","Guadalajara","2.0"
"Año 2021","Marzo","Castilla-La Mancha","Toledo","3.0"
"Año 2021","Marzo","Cataluña","Barcelona","30.0"
"Año 2021","Marzo","Cataluña","Girona","10.0"
"Año 2021","Marzo","Cataluña","Lleida","18.0"
"Año 2021","Marzo","Cataluña","Tarragona","10.0"
"Año 2021","Marzo","Comunitat Valenciana","Alicante/Alacant","16.0"
"Año 2021","Marzo","Comunitat Valenciana","Castellón/Castelló","5.0"
"Año 2021","Marzo","Comunitat Valenciana","Valencia/València","24.0"
"Año 2021","Marzo","Extremadura","Badajoz","1.0"
"Año 2021","Marzo","Extremadura","Cáceres","6.0"
"Año 2021","Marzo","Galicia","A Coruña","3.0"
"Año 2021","Marzo","Galicia","Lugo","4.0"
"Año 2021","Marzo","Galicia","Ourense","3.0"
"Año 2021","Marzo","Galicia","Pontevedra","0.0"
"Año 2021","Marzo","Comunidad de Madrid","Madrid","32.0"
"Año 2021","Marzo","Región de Murcia","Murcia","42.0"
"Año 2021","Marzo","Comunidad Foral de Navarra","Navarra","4.0"
"Año 2021","Marzo","País Vasco","Araba/Álava","2.0"
"Año 2021","Marzo","País Vasco","Bizkaia","18.0"
"Año 2021","Marzo","País Vasco","Gipuzkoa","7.0"
"Año 2021","Marzo","La Rioja","La Rioja","7.0"
"Año 2021","Marzo","Ceuta","Ceuta","1.0"
"Año 2021","Marzo","Melilla","Melilla","3.0"
"Año 2021","Abril","Andalucía","Almería","9.0"
"Año 2021","Abril","Andalucía","Cádiz","5.0"
"Año 2021","Abril","Andalucía","Córdoba","2.0"
"Año 2021","Abril","Andalucía","Granada","5.0"
"Año 2021","Abril","Andalucía","Huelva","7.0"
"Año 2021","Abril","Andalucía","Jaén","1.0"
"Año 2021","Abril","Andalucía","Málaga","6.0"
"Año 2021","Abril","Aragón","Zaragoza","6.0"
"Año 2021","Abril","Illes Balears","Illes Balears","16.0"
"Año 2021","Abril","Canarias","Las Palmas","12.0"
"Año 2021","Abril","Canarias","Santa Cruz de Tenerife","7.0"
"Año 2021","Abril","Cantabria","Cantabria","11.0"
"Año 2021","Abril","Castilla y León","Ávila","2.0"
"Año 2021","Abril","Castilla y León","Segovia","3.0"
"Año 2021","Abril","Castilla y León","Soria","3.0"
"Año 2021","Abril","Castilla y León","Zamora","1.0"
"Año 2021","Abril","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2021","Abril","Castilla-La Mancha","Cuenca","3.0"
"Año 2021","Abril","Castilla-La Mancha","Guadalajara","2.0"
"Año 2021","Abril","Castilla-La Mancha","Toledo","5.0"
"Año 2021","Abril","Cataluña","Barcelona","43.0"
"Año 2021","Abril","Cataluña","Girona","2.0"
"Año 2021","Abril","Cataluña","Lleida","8.0"
"Año 2021","Abril","Cataluña","Tarragona","6.0"
"Año 2021","Abril","Comunitat Valenciana","Alicante/Alacant","41.0"
"Año 2021","Abril","Comunitat Valenciana","Castellón/Castelló","3.0"
"Año 2021","Abril","Comunitat Valenciana","Valencia/València","21.0"
"Año 2021","Abril","Extremadura","Badajoz","1.0"
"Año 2021","Abril","Galicia","A Coruña","13.0"
"Año 2021","Abril","Galicia","Lugo","2.0"
"Año 2021","Abril","Galicia","Ourense","2.0"
"Año 2021","Abril","Galicia","Pontevedra","0.0"
"Año 2021","Abril","Comunidad de Madrid","Madrid","49.0"
"Año 2021","Abril","Región de Murcia","Murcia","31.0"
"Año 2021","Abril","Comunidad Foral de Navarra","Navarra","1.0"
"Año 2021","Abril","País Vasco","Araba/Álava","5.0"
"Año 2021","Abril","País Vasco","Bizkaia","18.0"
"Año 2021","Abril","País Vasco","Gipuzkoa","4.0"
"Año 2021","Abril","La Rioja","La Rioja","2.0"
"Año 2021","Abril","Ceuta","Ceuta","1.0"
"Año 2021","Mayo","Andalucía","Almería","11.0"
"Año 2021","Mayo","Andalucía","Cádiz","1.0"
"Año 2021","Mayo","Andalucía","Córdoba","2.0"
"Año 2021","Mayo","Andalucía","Granada","6.0"
"Año 2021","Mayo","Andalucía","Huelva","7.0"
"Año 2021","Mayo","Andalucía","Málaga","5.0"
"Año 2021","Mayo","Andalucía","Sevilla","9.0"
"Año 2021","Mayo","Aragón","Teruel","1.0"
"Año 2021","Mayo","Aragón","Zaragoza","2.0"
"Año 2021","Mayo","Principado de Asturias","Asturias","15.0"
"Año 2021","Mayo","Illes Balears","Illes Balears","15.0"
"Año 2021","Mayo","Canarias","Las Palmas","5.0"
"Año 2021","Mayo","Canarias","Santa Cruz de Tenerife","3.0"
"Año 2021","Mayo","Cantabria","Cantabria","1.0"
"Año 2021","Mayo","Castilla y León","Burgos","1.0"
"Año 2021","Mayo","Castilla y León","León","3.0"
"Año 2021","Mayo","Castilla y León","Salamanca","0.0"
"Año 2021","Mayo","Castilla y León","Valladolid","0.0"
"Año 2021","Mayo","Castilla-La Mancha","Albacete","11.0"
"Año 2021","Mayo","Castilla-La Mancha","Ciudad Real","2.0"
"Año 2021","Mayo","Castilla-La Mancha","Cuenca","0.0"
"Año 2021","Mayo","Castilla-La Mancha","Guadalajara","3.0"
"Año 2021","Mayo","Castilla-La Mancha","Toledo","6.0"
"Año 2021","Mayo","Cataluña","Barcelona","35.0"
"Año 2021","Mayo","Cataluña","Girona","1.0"
"Año 2021","Mayo","Cataluña","Lleida","7.0"
"Año 2021","Mayo","Cataluña","Tarragona","10.0"
"Año 2021","Mayo","Comunitat Valenciana","Alicante/Alacant","32.0"
"Año 2021","Mayo","Comunitat Valenciana","Castellón/Castelló","10.0"
"Año 2021","Mayo","Comunitat Valenciana","Valencia/València","25.0"
"Año 2021","Mayo","Extremadura","Cáceres","3.0"
"Año 2021","Mayo","Galicia","A Coruña","4.0"
"Año 2021","Mayo","Galicia","Lugo","4.0"
"Año 2021","Mayo","Galicia","Ourense","1.0"
"Año 2021","Mayo","Galicia","Pontevedra","1.0"
"Año 2021","Mayo","Comunidad de Madrid","Madrid","41.0"
"Año 2021","Mayo","Región de Murcia","Murcia","21.0"
"Año 2021","Mayo","Comunidad Foral de Navarra","Navarra","6.0"
"Año 2021","Mayo","País Vasco","Araba/Álava","1.0"
"Año 2021","Mayo","País Vasco","Bizkaia","6.0"
"Año 2021","Mayo","País Vasco","Gipuzkoa","5.0"
"Año 2021","Mayo","La Rioja","La Rioja","0.0"
"Año 2021","Mayo","Melilla","Melilla","1.0"
"Año 2021","Mayo","No consta","No consta","1.0"
"Año 2021","Junio","Andalucía","Almería","21.0"
"Año 2021","Junio","Andalucía","Cádiz","8.0"
"Año 2021","Junio","Andalucía","Córdoba","3.0"
"Año 2021","Junio","Andalucía","Granada","1.0"
"Año 2021","Junio","Andalucía","Huelva","4.0"
"Año 2021","Junio","Andalucía","Jaén","1.0"
"Año 2021","Junio","Andalucía","Málaga","9.0"
"Año 2021","Junio","Andalucía","Sevilla","9.0"
"Año 2021","Junio","Aragón","Huesca","2.0"
"Año 2021","Junio","Aragón","Teruel","1.0"
"Año 2021","Junio","Aragón","Zaragoza","1.0"
"Año 2021","Junio","Principado de Asturias","Asturias","8.0"
"Año 2021","Junio","Illes Balears","Illes Balears","18.0"
"Año 2021","Junio","Canarias","Las Palmas","7.0"
"Año 2021","Junio","Canarias","Santa Cruz de Tenerife","7.0"
"Año 2021","Junio","Cantabria","Cantabria","4.0"
"Año 2021","Junio","Castilla y León","Burgos","0.0"
"Año 2021","Junio","Castilla y León","Salamanca","2.0"
"Año 2021","Junio","Castilla y León","Valladolid","1.0"
"Año 2021","Junio","Castilla-La Mancha","Ciudad Real","3.0"
"Año 2021","Junio","Castilla-La Mancha","Guadalajara","2.0"
"Año 2021","Junio","Castilla-La Mancha","Toledo","2.0"
"Año 2021","Junio","Cataluña","Barcelona","32.0"
"Año 2021","Junio","Cataluña","Girona","1.0"
"Año 2021","Junio","Cataluña","Lleida","3.0"
"Año 2021","Junio","Cataluña","Tarragona","6.0"
"Año 2021","Junio","Comunitat Valenciana","Alicante/Alacant","9.0"
"Año 2021","Junio","Comunitat Valenciana","Castellón/Castelló","5.0"
"Año 2021","Junio","Comunitat Valenciana","Valencia/València","18.0"
"Año 2021","Junio","Extremadura","Cáceres","2.0"
"Año 2021","Junio","Galicia","A Coruña","4.0"
"Año 2021","Junio","Galicia","Lugo","4.0"
"Año 2021","Junio","Galicia","Ourense","1.0"
"Año 2021","Junio","Galicia","Pontevedra","3.0"
"Año 2021","Junio","Comunidad de Madrid","Madrid","24.0"
"Año 2021","Junio","Región de Murcia","Murcia","27.0"
"Año 2021","Junio","Comunidad Foral de Navarra","Navarra","8.0"
"Año 2021","Junio","País Vasco","Araba/Álava","2.0"
"Año 2021","Junio","País Vasco","Bizkaia","21.0"
"Año 2021","Junio","País Vasco","Gipuzkoa","8.0"
"Año 2021","Junio","La Rioja","La Rioja","3.0"
"Año 2021","Junio","Melilla","Melilla","3.0"
"Año 2021","Julio","Andalucía","Almería","9.0"
"Año 2021","Julio","Andalucía","Cádiz","2.0"
"Año 2021","Julio","Andalucía","Córdoba","7.0"
"Año 2021","Julio","Andalucía","Granada","3.0"
"Año 2021","Julio","Andalucía","Huelva","4.0"
"Año 2021","Julio","Andalucía","Jaén","4.0"
"Año 2021","Julio","Andalucía","Málaga","10.0"
"Año 2021","Julio","Andalucía","Sevilla","4.0"
"Año 2021","Julio","Aragón","Zaragoza","5.0"
"Año 2021","Julio","Principado de Asturias","Asturias","6.0"
"Año 2021","Julio","Illes Balears","Illes Balears","12.0"
"Año 2021","Julio","Canarias","Las Palmas","4.0"
"Año 2021","Julio","Canarias","Santa Cruz de Tenerife","2.0"
"Año 2021","Julio","Cantabria","Cantabria","0.0"
"Año 2021","Julio","Castilla y León","Burgos","1.0"
"Año 2021","Julio","Castilla y León","León","1.0"
"Año 2021","Julio","Castilla y León","Salamanca","1.0"
"Año 2021","Julio","Castilla y León","Zamora","1.0"
"Año 2021","Julio","Castilla-La Mancha","Albacete","1.0"
"Año 2021","Julio","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2021","Julio","Castilla-La Mancha","Cuenca","4.0"
"Año 2021","Julio","Castilla-La Mancha","Guadalajara","2.0"
"Año 2021","Julio","Castilla-La Mancha","Toledo","6.0"
"Año 2021","Julio","Cataluña","Barcelona","34.0"
"Año 2021","Julio","Cataluña","Girona","5.0"
"Año 2021","Julio","Cataluña","Lleida","4.0"
"Año 2021","Julio","Cataluña","Tarragona","2.0"
"Año 2021","Julio","Comunitat Valenciana","Alicante/Alacant","17.0"
"Año 2021","Julio","Comunitat Valenciana","Castellón/Castelló","3.0"
"Año 2021","Julio","Comunitat Valenciana","Valencia/València","22.0"
"Año 2021","Julio","Extremadura","Badajoz","1.0"
"Año 2021","Julio","Extremadura","Cáceres","1.0"
"Año 2021","Julio","Galicia","A Coruña","6.0"
"Año 2021","Julio","Galicia","Lugo","2.0"
"Año 2021","Julio","Galicia","Ourense","1.0"
"Año 2021","Julio","Galicia","Pontevedra","1.0"
"Año 2021","Julio","Comunidad de Madrid","Madrid","26.0"
"Año 2021","Julio","Región de Murcia","Murcia","11.0"
"Año 2021","Julio","Comunidad Foral de Navarra","Navarra","0.0"
"Año 2021","Julio","País Vasco","Araba/Álava","2.0"
"Año 2021","Julio","País Vasco","Bizkaia","6.0"
"Año 2021","Julio","País Vasco","Gipuzkoa","4.0"
"Año 2021","Julio","La Rioja","La Rioja","3.0"
"Año 2021","Julio","Melilla","Melilla","1.0"
"Año 2021","Julio","No consta","No consta","2.0"
"Año 2021","Agosto","Andalucía","Almería","2.0"
"Año 2021","Agosto","Andalucía","Cádiz","4.0"
"Año 2021","Agosto","Andalucía","Granada","10.0"
"Año 2021","Agosto","Andalucía","Huelva","4.0"
"Año 2021","Agosto","Andalucía","Jaén","1.0"
"Año 2021","Agosto","Andalucía","Málaga","4.0"
"Año 2021","Agosto","Andalucía","Sevilla","4.0"
"Año 2021","Agosto","Aragón","Teruel","0.0"
"Año 2021","Agosto","Principado de Asturias","Asturias","6.0"
"Año 2021","Agosto","Illes Balears","Illes Balears","10.0"
"Año 2021","Agosto","Canarias","Santa Cruz de Tenerife","8.0"
"Año 2021","Agosto","Cantabria","Cantabria","5.0"
"Año 2021","Agosto","Castilla y León","Burgos","3.0"
"Año 2021","Agosto","Castilla y León","León","1.0"
"Año 2021","Agosto","Castilla y León","Segovia","1.0"
"Año 2021","Agosto","Castilla y León","Soria","0.0"
"Año 2021","Agosto","Castilla y León","Valladolid","2.0"
"Año 2021","Agosto","Castilla-La Mancha","Albacete","1.0"
"Año 2021","Agosto","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2021","Agosto","Castilla-La Mancha","Toledo","2.0"
"Año 2021","Agosto","Cataluña","Barcelona","14.0"
"Año 2021","Agosto","Cataluña","Lleida","7.0"
"Año 2021","Agosto","Cataluña","Tarragona","4.0"
"Año 2021","Agosto","Comunitat Valenciana","Alicante/Alacant","12.0"
"Año 2021","Agosto","Comunitat Valenciana","Castellón/Castelló","4.0"
"Año 2021","Agosto","Comunitat Valenciana","Valencia/València","1.0"
"Año 2021","Agosto","Extremadura","Badajoz","1.0"
"Año 2021","Agosto","Extremadura","Cáceres","4.0"
"Año 2021","Agosto","Galicia","A Coruña","3.0"
"Año 2021","Agosto","Galicia","Lugo","2.0"
"Año 2021","Agosto","Galicia","Ourense","1.0"
"Año 2021","Agosto","Galicia","Pontevedra","1.0"
"Año 2021","Agosto","Comunidad de Madrid","Madrid","16.0"
"Año 2021","Agosto","Región de Murcia","Murcia","38.0"
"Año 2021","Agosto","Comunidad Foral de Navarra","Navarra","8.0"
"Año 2021","Agosto","País Vasco","Araba/Álava","1.0"
"Año 2021","Agosto","País Vasco","Bizkaia","12.0"
"Año 2021","Agosto","País Vasco","Gipuzkoa","3.0"
"Año 2021","Agosto","La Rioja","La Rioja","5.0"
"Año 2021","Agosto","Ceuta","Ceuta","1.0"
"Año 2021","Agosto","Melilla","Melilla","1.0"
"Año 2021","Agosto","No consta","No consta","1.0"
"Año 2021","Septiembre","Andalucía","Almería","13.0"
"Año 2021","Septiembre","Andalucía","Cádiz","3.0"
"Año 2021","Septiembre","Andalucía","Córdoba","1.0"
"Año 2021","Septiembre","Andalucía","Granada","2.0"
"Año 2021","Septiembre","Andalucía","Huelva","2.0"
"Año 2021","Septiembre","Andalucía","Jaén","1.0"
"Año 2021","Septiembre","Andalucía","Málaga","7.0"
"Año 2021","Septiembre","Andalucía","Sevilla","8.0"
"Año 2021","Septiembre","Aragón","Huesca","0.0"
"Año 2021","Septiembre","Aragón","Zaragoza","9.0"
"Año 2021","Septiembre","Canarias","Las Palmas","13.0"
"Año 2021","Septiembre","Canarias","Santa Cruz de Tenerife","1.0"
"Año 2021","Septiembre","Cantabria","Cantabria","2.0"
"Año 2021","Septiembre","Castilla y León","Burgos","2.0"
"Año 2021","Septiembre","Castilla y León","León","1.0"
"Año 2021","Septiembre","Castilla y León","Palencia","0.0"
"Año 2021","Septiembre","Castilla y León","Segovia","1.0"
"Año 2021","Septiembre","Castilla y León","Soria","1.0"
"Año 2021","Septiembre","Castilla y León","Valladolid","1.0"
"Año 2021","Septiembre","Castilla-La Mancha","Albacete","5.0"
"Año 2021","Septiembre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2021","Septiembre","Castilla-La Mancha","Cuenca","1.0"
"Año 2021","Septiembre","Castilla-La Mancha","Guadalajara","4.0"
"Año 2021","Septiembre","Castilla-La Mancha","Toledo","9.0"
"Año 2021","Septiembre","Cataluña","Barcelona","18.0"
"Año 2021","Septiembre","Cataluña","Girona","4.0"
"Año 2021","Septiembre","Cataluña","Lleida","6.0"
"Año 2021","Septiembre","Cataluña","Tarragona","3.0"
"Año 2021","Septiembre","Comunitat Valenciana","Alicante/Alacant","34.0"
"Año 2021","Septiembre","Comunitat Valenciana","Castellón/Castelló","2.0"
"Año 2021","Septiembre","Comunitat Valenciana","Valencia/València","17.0"
"Año 2021","Septiembre","Extremadura","Badajoz","1.0"
"Año 2021","Septiembre","Galicia","A Coruña","2.0"
"Año 2021","Septiembre","Galicia","Lugo","2.0"
"Año 2021","Septiembre","Galicia","Ourense","1.0"
"Año 2021","Septiembre","Galicia","Pontevedra","1.0"
"Año 2021","Septiembre","Comunidad de Madrid","Madrid","33.0"
"Año 2021","Septiembre","Región de Murcia","Murcia","41.0"
"Año 2021","Septiembre","Comunidad Foral de Navarra","Navarra","0.0"
"Año 2021","Septiembre","País Vasco","Araba/Álava","1.0"
"Año 2021","Septiembre","País Vasco","Bizkaia","15.0"
"Año 2021","Septiembre","País Vasco","Gipuzkoa","8.0"
"Año 2021","Septiembre","La Rioja","La Rioja","1.0"
"Año 2021","Septiembre","Melilla","Melilla","4.0"
"Año 2021","Septiembre","No consta","No consta","0.0"
"Año 2021","Octubre","Andalucía","Almería","4.0"
"Año 2021","Octubre","Andalucía","Cádiz","7.0"
"Año 2021","Octubre","Andalucía","Córdoba","3.0"
"Año 2021","Octubre","Andalucía","Granada","8.0"
"Año 2021","Octubre","Andalucía","Huelva","6.0"
"Año 2021","Octubre","Andalucía","Jaén","1.0"
"Año 2021","Octubre","Andalucía","Málaga","11.0"
"Año 2021","Octubre","Andalucía","Sevilla","8.0"
"Año 2021","Octubre","Aragón","Zaragoza","3.0"
"Año 2021","Octubre","Principado de Asturias","Asturias","13.0"
"Año 2021","Octubre","Illes Balears","Illes Balears","14.0"
"Año 2021","Octubre","Canarias","Las Palmas","7.0"
"Año 2021","Octubre","Canarias","Santa Cruz de Tenerife","11.0"
"Año 2021","Octubre","Cantabria","Cantabria","4.0"
"Año 2021","Octubre","Castilla y León","Burgos","1.0"
"Año 2021","Octubre","Castilla y León","León","1.0"
"Año 2021","Octubre","Castilla y León","Segovia","1.0"
"Año 2021","Octubre","Castilla y León","Soria","1.0"
"Año 2021","Octubre","Castilla-La Mancha","Albacete","1.0"
"Año 2021","Octubre","Castilla-La Mancha","Ciudad Real","5.0"
"Año 2021","Octubre","Castilla-La Mancha","Guadalajara","1.0"
"Año 2021","Octubre","Castilla-La Mancha","Toledo","3.0"
"Año 2021","Octubre","Cataluña","Barcelona","43.0"
"Año 2021","Octubre","Cataluña","Girona","6.0"
"Año 2021","Octubre","Cataluña","Lleida","4.0"
"Año 2021","Octubre","Cataluña","Tarragona","9.0"
"Año 2021","Octubre","Comunitat Valenciana","Alicante/Alacant","21.0"
"Año 2021","Octubre","Comunitat Valenciana","Castellón/Castelló","6.0"
"Año 2021","Octubre","Comunitat Valenciana","Valencia/València","44.0"
"Año 2021","Octubre","Extremadura","Badajoz","1.0"
"Año 2021","Octubre","Galicia","A Coruña","4.0"
"Año 2021","Octubre","Galicia","Lugo","2.0"
"Año 2021","Octubre","Galicia","Ourense","2.0"
"Año 2021","Octubre","Galicia","Pontevedra","3.0"
"Año 2021","Octubre","Comunidad de Madrid","Madrid","26.0"
"Año 2021","Octubre","Región de Murcia","Murcia","41.0"
"Año 2021","Octubre","Comunidad Foral de Navarra","Navarra","7.0"
"Año 2021","Octubre","País Vasco","Araba/Álava","5.0"
"Año 2021","Octubre","País Vasco","Bizkaia","9.0"
"Año 2021","Octubre","País Vasco","Gipuzkoa","3.0"
"Año 2021","Octubre","La Rioja","La Rioja","5.0"
"Año 2021","Octubre","Melilla","Melilla","1.0"
"Año 2021","Octubre","No consta","No consta","1.0"
"Año 2021","Noviembre","Andalucía","Almería","11.0"
"Año 2021","Noviembre","Andalucía","Cádiz","7.0"
"Año 2021","Noviembre","Andalucía","Córdoba","2.0"
"Año 2021","Noviembre","Andalucía","Granada","4.0"
"Año 2021","Noviembre","Andalucía","Huelva","7.0"
"Año 2021","Noviembre","Andalucía","Jaén","2.0"
"Año 2021","Noviembre","Andalucía","Málaga","8.0"
"Año 2021","Noviembre","Andalucía","Sevilla","14.0"
"Año 2021","Noviembre","Aragón","Huesca","4.0"
"Año 2021","Noviembre","Aragón","Zaragoza","3.0"
"Año 2021","Noviembre","Principado de Asturias","Asturias","10.0"
"Año 2021","Noviembre","Illes Balears","Illes Balears","16.0"
"Año 2021","Noviembre","Canarias","Las Palmas","14.0"
"Año 2021","Noviembre","Canarias","Santa Cruz de Tenerife","10.0"
"Año 2021","Noviembre","Cantabria","Cantabria","1.0"
"Año 2021","Noviembre","Castilla y León","Ávila","3.0"
"Año 2021","Noviembre","Castilla y León","Burgos","1.0"
"Año 2021","Noviembre","Castilla y León","Segovia","1.0"
"Año 2021","Noviembre","Castilla y León","Soria","1.0"
"Año 2021","Noviembre","Castilla y León","Valladolid","1.0"
"Año 2021","Noviembre","Castilla y León","Zamora","1.0"
"Año 2021","Noviembre","Castilla-La Mancha","Albacete","7.0"
"Año 2021","Noviembre","Castilla-La Mancha","Ciudad Real","1.0"
"Año 2021","Noviembre","Castilla-La Mancha","Cuenca","1.0"
"Año 2021","Noviembre","Castilla-La Mancha","Guadalajara","3.0"
"Año 2021","Noviembre","Castilla-La Mancha","Toledo","0.0"
"Año 2021","Noviembre","Cataluña","Barcelona","48.0"
"Año 2021","Noviembre","Cataluña","Girona","3.0"
"Año 2021","Noviembre","Cataluña","Lleida","6.0"
"Año 2021","Noviembre","Cataluña","Tarragona","6.0"
"Año 2021","Noviembre","Comunitat Valenciana","Alicante/Alacant","32.0"
"Año 2021","Noviembre","Comunitat Valenciana","Castellón/Castelló","6.0"
"Año 2021","Noviembre","Comunitat Valenciana","Valencia/València","8.0"
"Año 2021","Noviembre","Extremadura","Badajoz","3.0"
"Año 2021","Noviembre","Extremadura","Cáceres","2.0"
"Año 2021","Noviembre","Galicia","A Coruña","8.0"
"Año 2021","Noviembre","Galicia","Lugo","1.0"
"Año 2021","Noviembre","Galicia","Ourense","2.0"
"Año 2021","Noviembre","Galicia","Pontevedra","2.0"
"Año 2021","Noviembre","Comunidad de Madrid","Madrid","27.0"
"Año 2021","Noviembre","Región de Murcia","Murcia","32.0"
"Año 2021","Noviembre","Comunidad Foral de Navarra","Navarra","3.0"
"Año 2021","Noviembre","País Vasco","Araba/Álava","0.0"
"Año 2021","Noviembre","País Vasco","Bizkaia","9.0"
"Año 2021","Noviembre","País Vasco","Gipuzkoa","4.0"
"Año 2021","Noviembre","La Rioja","La Rioja","4.0"
"Año 2021","Noviembre","No consta","No consta","3.0"
"Año 2021","Diciembre","Andalucía","Almería","7.0"
"Año 2021","Diciembre","Andalucía","Cádiz","7.0"
"Año 2021","Diciembre","Andalucía","Granada","5.0"
"Año 2021","Diciembre","Andalucía","Huelva","6.0"
"Año 2021","Diciembre","Andalucía","Jaén","2.0"
"Año 2021","Diciembre","Andalucía","Málaga","2.0"
"Año 2021","Diciembre","Aragón","Huesca","2.0"
"Año 2021","Diciembre","Aragón","Teruel","4.0"
"Año 2021","Diciembre","Aragón","Zaragoza","0.0"
"Año 2021","Diciembre","Illes Balears","Illes Balears","8.0"
"Año 2021","Diciembre","Canarias","Las Palmas","3.0"
"Año 2021","Diciembre","Canarias","Santa Cruz de Tenerife","4.0"
"Año 2021","Diciembre","Cantabria","Cantabria","5.0"
"Año 2021","Diciembre","Castilla y León","Burgos","5.0"
"Año 2021","Diciembre","Castilla y León","León","1.0"
"Año 2021","Diciembre","Castilla y León","Segovia","2.0"
"Año 2021","Diciembre","Castilla y León","Valladolid","5.0"
"Año 2021","Diciembre","Castilla y León","Zamora","1.0"
"Año 2021","Diciembre","Castilla-La Mancha","Albacete","4.0"
"Año 2021","Diciembre","Castilla-La Mancha","Ciudad Real","4.0"
"Año 2021","Diciembre","Castilla-La Mancha","Guadalajara","3.0"
"Año 2021","Diciembre","Castilla-La Mancha","Toledo","3.0"
"Año 2021","Diciembre","Cataluña","Barcelona","31.0"
"Año 2021","Diciembre","Cataluña","Girona","6.0"
"Año 2021","Diciembre","Cataluña","Lleida","16.0"
"Año 2021","Diciembre","Cataluña","Tarragona","5.0"
"Año 2021","Diciembre","Comunitat Valenciana","Alicante/Alacant","14.0"
"Año 2021","Diciembre","Comunitat Valenciana","Castellón/Castelló","8.0"
"Año 2021","Diciembre","Comunitat Valenciana","Valencia/València","26.0"
"Año 2021","Diciembre","Extremadura","Badajoz","2.0"
"Año 2021","Diciembre","Galicia","A Coruña","3.0"
"Año 2021","Diciembre","Galicia","Lugo","2.0"
"Año 2021","Diciembre","Galicia","Ourense","2.0"
"Año 2021","Diciembre","Galicia","Pontevedra","1.0"
"Año 2021","Diciembre","Comunidad de Madrid","Madrid","15.0"
"Año 2021","Diciembre","Región de Murcia","Murcia","23.0"
