"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2023","Segundo","Castilla-La Mancha","Toledo","596.0"
"Año 2023","Segundo","Cataluña","Barcelona","3929.0"
"Año 2023","Segundo","Cataluña","Girona","647.0"
"Año 2023","Segundo","Cataluña","Lleida","509.0"
"Año 2023","Segundo","Cataluña","Tarragona","767.0"
"Año 2023","Segundo","Comunitat Valenciana","Alicante/Alacant","2680.0"
"Año 2023","Segundo","Comunitat Valenciana","Castellón/Castelló","995.0"
"Año 2023","Segundo","Comunitat Valenciana","Valencia/València","3210.0"
"Año 2023","Segundo","Extremadura","Badajoz","671.0"
"Año 2023","Segundo","Extremadura","Cáceres","329.0"
"Año 2023","Segundo","Galicia","A Coruña","692.0"
"Año 2023","Segundo","Galicia","Lugo","169.0"
"Año 2023","Segundo","Galicia","Ourense","177.0"
"Año 2023","Segundo","Galicia","Pontevedra","669.0"
"Año 2023","Segundo","Comunidad de Madrid","Madrid","7303.0"
"Año 2023","Segundo","Región de Murcia","Murcia","1992.0"
"Año 2023","Segundo","Comunidad Foral de Navarra","Navarra","677.0"
"Año 2023","Segundo","País Vasco","Araba/Álava","314.0"
"Año 2023","Segundo","País Vasco","Gipuzkoa","409.0"
"Año 2023","Segundo","País Vasco","Bizkaia","914.0"
"Año 2023","Segundo","La Rioja","La Rioja","254.0"
"Año 2023","Segundo","Ceuta","Ceuta","78.0"
"Año 2023","Segundo","Melilla","Melilla","93.0"
"Año 2023","Tercero","Andalucía","Almería","1217.0"
"Año 2023","Tercero","Andalucía","Cádiz","1447.0"
"Año 2023","Tercero","Andalucía","Córdoba","752.0"
"Año 2023","Tercero","Andalucía","Granada","1268.0"
"Año 2023","Tercero","Andalucía","Huelva","764.0"
"Año 2023","Tercero","Andalucía","Jaén","630.0"
"Año 2023","Tercero","Andalucía","Málaga","2408.0"
"Año 2023","Tercero","Andalucía","Sevilla","1892.0"
"Año 2023","Tercero","Aragón","Huesca","164.0"
"Año 2023","Tercero","Aragón","Teruel","128.0"
"Año 2023","Tercero","Aragón","Zaragoza","1266.0"
"Año 2023","Tercero","Principado de Asturias","Asturias","905.0"
"Año 2023","Tercero","Illes Balears","Illes Balears","2291.0"
"Año 2023","Tercero","Canarias","Las Palmas","1600.0"
"Año 2023","Tercero","Canarias","Santa Cruz de Tenerife","1385.0"
"Año 2023","Tercero","Cantabria","Cantabria","635.0"
"Año 2023","Tercero","Castilla y León","Ávila","131.0"
"Año 2023","Tercero","Castilla y León","Burgos","328.0"
"Año 2023","Tercero","Castilla y León","León","242.0"
"Año 2023","Tercero","Castilla y León","Palencia","109.0"
"Año 2023","Tercero","Castilla y León","Salamanca","161.0"
"Año 2023","Tercero","Castilla y León","Segovia","197.0"
"Año 2023","Tercero","Castilla y León","Soria","52.0"
"Año 2023","Tercero","Castilla y León","Valladolid","357.0"
"Año 2023","Tercero","Castilla y León","Zamora","109.0"
"Año 2023","Tercero","Castilla-La Mancha","Albacete","339.0"
"Año 2023","Tercero","Castilla-La Mancha","Ciudad Real","509.0"
"Año 2023","Tercero","Castilla-La Mancha","Cuenca","147.0"
"Año 2023","Tercero","Castilla-La Mancha","Guadalajara","206.0"
"Año 2023","Tercero","Castilla-La Mancha","Toledo","607.0"
"Año 2023","Tercero","Cataluña","Barcelona","4591.0"
"Año 2023","Tercero","Cataluña","Girona","890.0"
"Año 2023","Tercero","Cataluña","Lleida","532.0"
"Año 2023","Tercero","Cataluña","Tarragona","893.0"
"Año 2023","Tercero","Comunitat Valenciana","Alicante/Alacant","3026.0"
"Año 2023","Tercero","Comunitat Valenciana","Castellón/Castelló","1125.0"
"Año 2023","Tercero","Comunitat Valenciana","Valencia/València","3821.0"
"Año 2023","Tercero","Extremadura","Badajoz","794.0"
"Año 2023","Tercero","Extremadura","Cáceres","359.0"
"Año 2023","Tercero","Galicia","A Coruña","683.0"
"Año 2023","Tercero","Galicia","Lugo","226.0"
"Año 2023","Tercero","Galicia","Ourense","150.0"
"Año 2023","Tercero","Galicia","Pontevedra","797.0"
"Año 2023","Tercero","Comunidad de Madrid","Madrid","7935.0"
"Año 2023","Tercero","Región de Murcia","Murcia","2503.0"
"Año 2023","Tercero","Comunidad Foral de Navarra","Navarra","762.0"
"Año 2023","Tercero","País Vasco","Araba/Álava","325.0"
"Año 2023","Tercero","País Vasco","Gipuzkoa","463.0"
"Año 2023","Tercero","País Vasco","Bizkaia","925.0"
"Año 2023","Tercero","La Rioja","La Rioja","250.0"
"Año 2023","Tercero","Ceuta","Ceuta","72.0"
"Año 2023","Tercero","Melilla","Melilla","112.0"
"Año 2023","Cuarto","Andalucía","Almería","1050.0"
"Año 2023","Cuarto","Andalucía","Cádiz","1345.0"
"Año 2023","Cuarto","Andalucía","Córdoba","728.0"
"Año 2023","Cuarto","Andalucía","Granada","1686.0"
"Año 2023","Cuarto","Andalucía","Huelva","639.0"
"Año 2023","Cuarto","Andalucía","Jaén","658.0"
"Año 2023","Cuarto","Andalucía","Málaga","2252.0"
"Año 2023","Cuarto","Andalucía","Sevilla","1846.0"
"Año 2023","Cuarto","Aragón","Huesca","146.0"
"Año 2023","Cuarto","Aragón","Teruel","101.0"
"Año 2023","Cuarto","Aragón","Zaragoza","976.0"
"Año 2023","Cuarto","Principado de Asturias","Asturias","953.0"
"Año 2023","Cuarto","Illes Balears","Illes Balears","1966.0"
"Año 2023","Cuarto","Canarias","Las Palmas","1581.0"
"Año 2023","Cuarto","Canarias","Santa Cruz de Tenerife","1549.0"
"Año 2023","Cuarto","Cantabria","Cantabria","639.0"
"Año 2023","Cuarto","Castilla y León","Ávila","138.0"
"Año 2023","Cuarto","Castilla y León","Burgos","285.0"
"Año 2023","Cuarto","Castilla y León","León","245.0"
"Año 2023","Cuarto","Castilla y León","Palencia","33.0"
"Año 2023","Cuarto","Castilla y León","Salamanca","142.0"
"Año 2023","Cuarto","Castilla y León","Segovia","195.0"
"Año 2023","Cuarto","Castilla y León","Soria","37.0"
"Año 2023","Cuarto","Castilla y León","Valladolid","302.0"
"Año 2023","Cuarto","Castilla y León","Zamora","99.0"
"Año 2023","Cuarto","Castilla-La Mancha","Albacete","276.0"
"Año 2023","Cuarto","Castilla-La Mancha","Ciudad Real","469.0"
"Año 2023","Cuarto","Castilla-La Mancha","Cuenca","101.0"
"Año 2023","Cuarto","Castilla-La Mancha","Guadalajara","249.0"
"Año 2023","Cuarto","Castilla-La Mancha","Toledo","617.0"
"Año 2023","Cuarto","Cataluña","Barcelona","4265.0"
"Año 2023","Cuarto","Cataluña","Girona","821.0"
"Año 2023","Cuarto","Cataluña","Lleida","517.0"
"Año 2023","Cuarto","Cataluña","Tarragona","828.0"
"Año 2023","Cuarto","Comunitat Valenciana","Alicante/Alacant","2707.0"
"Año 2023","Cuarto","Comunitat Valenciana","Castellón/Castelló","636.0"
"Año 2023","Cuarto","Comunitat Valenciana","Valencia/València","3543.0"
"Año 2023","Cuarto","Extremadura","Badajoz","712.0"
"Año 2023","Cuarto","Extremadura","Cáceres","326.0"
"Año 2023","Cuarto","Galicia","A Coruña","1094.0"
"Año 2023","Cuarto","Galicia","Lugo","215.0"
"Año 2023","Cuarto","Galicia","Ourense","207.0"
"Año 2023","Cuarto","Galicia","Pontevedra","657.0"
"Año 2023","Cuarto","Comunidad de Madrid","Madrid","7982.0"
"Año 2023","Cuarto","Región de Murcia","Murcia","2359.0"
"Año 2023","Cuarto","Comunidad Foral de Navarra","Navarra","861.0"
"Año 2023","Cuarto","País Vasco","Araba/Álava","346.0"
"Año 2023","Cuarto","País Vasco","Gipuzkoa","441.0"
"Año 2023","Cuarto","País Vasco","Bizkaia","885.0"
"Año 2023","Cuarto","La Rioja","La Rioja","248.0"
"Año 2023","Cuarto","Ceuta","Ceuta","85.0"
"Año 2023","Cuarto","Melilla","Melilla","94.0"
"Año 2024","Primero","Andalucía","Almería","1039.0"
"Año 2024","Primero","Andalucía","Cádiz","1461.0"
"Año 2024","Primero","Andalucía","Córdoba","662.0"
"Año 2024","Primero","Andalucía","Granada","1120.0"
"Año 2024","Primero","Andalucía","Huelva","629.0"
"Año 2024","Primero","Andalucía","Jaén","577.0"
"Año 2024","Primero","Andalucía","Málaga","1917.0"
"Año 2024","Primero","Andalucía","Sevilla","1719.0"
"Año 2024","Primero","Aragón","Huesca","130.0"
"Año 2024","Primero","Aragón","Teruel","57.0"
"Año 2024","Primero","Aragón","Zaragoza","965.0"
"Año 2024","Primero","Principado de Asturias","Asturias","813.0"
"Año 2024","Primero","Illes Balears","Illes Balears","1793.0"
"Año 2024","Primero","Canarias","Las Palmas","1438.0"
"Año 2024","Primero","Canarias","Santa Cruz de Tenerife","1128.0"
"Año 2024","Primero","Cantabria","Cantabria","614.0"
"Año 2024","Primero","Castilla y León","Ávila","108.0"
"Año 2024","Primero","Castilla y León","Burgos","270.0"
"Año 2024","Primero","Castilla y León","León","282.0"
"Año 2024","Primero","Castilla y León","Palencia","101.0"
"Año 2024","Primero","Castilla y León","Salamanca","125.0"
"Año 2024","Primero","Castilla y León","Segovia","76.0"
"Año 2024","Primero","Castilla y León","Soria","52.0"
"Año 2024","Primero","Castilla y León","Valladolid","340.0"
"Año 2024","Primero","Castilla y León","Zamora","105.0"
"Año 2024","Primero","Castilla-La Mancha","Albacete","247.0"
"Año 2024","Primero","Castilla-La Mancha","Ciudad Real","412.0"
"Año 2024","Primero","Castilla-La Mancha","Cuenca","142.0"
"Año 2024","Primero","Castilla-La Mancha","Guadalajara","215.0"
"Año 2024","Primero","Castilla-La Mancha","Toledo","458.0"
"Año 2024","Primero","Cataluña","Barcelona","3973.0"
"Año 2024","Primero","Cataluña","Girona","621.0"
"Año 2024","Primero","Cataluña","Lleida","446.0"
"Año 2024","Primero","Cataluña","Tarragona","711.0"
"Año 2024","Primero","Comunitat Valenciana","Alicante/Alacant","2463.0"
"Año 2024","Primero","Comunitat Valenciana","Castellón/Castelló","631.0"
"Año 2024","Primero","Comunitat Valenciana","Valencia/València","3198.0"
"Año 2024","Primero","Extremadura","Badajoz","528.0"
"Año 2024","Primero","Extremadura","Cáceres","296.0"
"Año 2024","Primero","Galicia","A Coruña","704.0"
"Año 2024","Primero","Galicia","Lugo","219.0"
"Año 2024","Primero","Galicia","Ourense","228.0"
"Año 2024","Primero","Galicia","Pontevedra","573.0"
"Año 2024","Primero","Comunidad de Madrid","Madrid","7331.0"
"Año 2024","Primero","Región de Murcia","Murcia","1948.0"
"Año 2024","Primero","Comunidad Foral de Navarra","Navarra","1033.0"
"Año 2024","Primero","País Vasco","Araba/Álava","349.0"
"Año 2024","Primero","País Vasco","Gipuzkoa","476.0"
"Año 2024","Primero","País Vasco","Bizkaia","802.0"
"Año 2024","Primero","La Rioja","La Rioja","202.0"
"Año 2024","Primero","Ceuta","Ceuta","65.0"
"Año 2024","Primero","Melilla","Melilla","107.0"
"Año 2024","Segundo","Andalucía","Almería","1054.0"
"Año 2024","Segundo","Andalucía","Cádiz","1632.0"
"Año 2024","Segundo","Andalucía","Córdoba","715.0"
"Año 2024","Segundo","Andalucía","Granada","1354.0"
"Año 2024","Segundo","Andalucía","Huelva","680.0"
"Año 2024","Segundo","Andalucía","Jaén","448.0"
"Año 2024","Segundo","Andalucía","Málaga","2379.0"
"Año 2024","Segundo","Andalucía","Sevilla","2000.0"
"Año 2024","Segundo","Aragón","Huesca","149.0"
"Año 2024","Segundo","Aragón","Teruel","87.0"
"Año 2024","Segundo","Aragón","Zaragoza","1172.0"
"Año 2024","Segundo","Principado de Asturias","Asturias","942.0"
"Año 2024","Segundo","Illes Balears","Illes Balears","1886.0"
"Año 2024","Segundo","Canarias","Las Palmas","1439.0"
"Año 2024","Segundo","Canarias","Santa Cruz de Tenerife","1328.0"
"Año 2024","Segundo","Cantabria","Cantabria","559.0"
"Año 2024","Segundo","Castilla y León","Ávila","134.0"
"Año 2024","Segundo","Castilla y León","Burgos","256.0"
"Año 2024","Segundo","Castilla y León","León","249.0"
"Año 2024","Segundo","Castilla y León","Palencia","88.0"
"Año 2024","Segundo","Castilla y León","Salamanca","162.0"
"Año 2024","Segundo","Castilla y León","Segovia","180.0"
"Año 2024","Segundo","Castilla y León","Soria","40.0"
"Año 2024","Segundo","Castilla y León","Valladolid","319.0"
"Año 2024","Segundo","Castilla y León","Zamora","101.0"
"Año 2024","Segundo","Castilla-La Mancha","Albacete","249.0"
"Año 2024","Segundo","Castilla-La Mancha","Ciudad Real","427.0"
"Año 2024","Segundo","Castilla-La Mancha","Cuenca","157.0"
"Año 2024","Segundo","Castilla-La Mancha","Guadalajara","229.0"
"Año 2024","Segundo","Castilla-La Mancha","Toledo","633.0"
"Año 2024","Segundo","Cataluña","Barcelona","4520.0"
"Año 2024","Segundo","Cataluña","Girona","692.0"
"Año 2024","Segundo","Cataluña","Lleida","477.0"
"Año 2024","Segundo","Cataluña","Tarragona","742.0"
"Año 2024","Segundo","Comunitat Valenciana","Alicante/Alacant","2823.0"
"Año 2024","Segundo","Comunitat Valenciana","Castellón/Castelló","734.0"
"Año 2024","Segundo","Comunitat Valenciana","Valencia/València","3683.0"
"Año 2024","Segundo","Extremadura","Badajoz","521.0"
"Año 2024","Segundo","Extremadura","Cáceres","317.0"
"Año 2024","Segundo","Galicia","A Coruña","831.0"
"Año 2024","Segundo","Galicia","Lugo","246.0"
"Año 2024","Segundo","Galicia","Ourense","255.0"
"Año 2024","Segundo","Galicia","Pontevedra","623.0"
"Año 2024","Segundo","Comunidad de Madrid","Madrid","8045.0"
"Año 2024","Segundo","Región de Murcia","Murcia","2103.0"
